"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
2018-12-03,1.82366,,1.38119,,9.52599,,9.10390,,1.22000,,1.086620,,156.914,,11.82090,,12.50040,,1.382500,
2018-12-04,1.83417,,1.38093,,9.49785,,9.07581,,1.21617,,1.083160,,157.609,,11.73280,,12.46160,,1.387520,
2018-12-05,.,No value available,.,No value available,9.51321,,.,No value available,1.21995,,1.084380,,156.520,,.,No value available,.,No value available,1.385130,
2018-12-06,1.85453,,1.37990,,9.52118,,9.09719,,1.21890,,1.085490,,156.066,,11.82670,,12.45130,,1.383570,
2018-12-07,1.84266,,1.37524,,9.53643,,9.09513,,1.21850,,1.085010,,156.222,,11.81580,,12.45800,,1.385560,
2018-12-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-10,1.85361,,1.37036,,9.56938,,9.05117,,1.21265,,1.094490,,155.961,,11.74880,,12.51480,,1.385460,
2018-12-11,1.85502,,1.36683,,9.55064,,9.07927,,1.21639,,1.098080,,156.490,,11.80360,,12.53900,,1.384130,
2018-12-12,1.84345,,1.37492,,9.51420,,9.08686,,1.21741,,1.100880,,156.775,,11.84110,,12.58400,,1.381270,
2018-12-13,1.84905,,1.37284,,9.50588,,9.08637,,1.21724,,1.093820,,157.029,,11.85450,,12.53410,,1.384130,
2018-12-14,1.84495,,1.37561,,9.50787,,9.12267,,1.22197,,1.098270,,156.626,,11.88180,,12.52610,,1.378990,
2018-12-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-17,1.85266,,1.37432,,9.54044,,9.10241,,1.21920,,1.093770,,156.908,,11.92830,,12.54040,,1.382690,
2018-12-18,1.86450,,1.37315,,9.56032,,9.09620,,1.21810,,1.091720,,155.906,,12.03920,,12.54740,,1.385830,
2018-12-19,1.86373,,1.37695,,9.55740,,9.07301,,1.21497,,1.095440,,155.750,,12.07380,,12.53270,,1.385670,
2018-12-20,1.87469,,1.37223,,9.58571,,9.05879,,1.21315,,1.095000,,156.310,,12.00650,,12.51400,,1.389170,
2018-12-21,1.88211,,1.37308,,9.56965,,9.07614,,1.21550,,1.095000,,154.331,,12.08550,,12.42900,,1.387370,
2018-12-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-26,.,No value available,.,No value available,9.54435,,.,No value available,.,No value available,1.095130,,153.288,,.,No value available,.,No value available,1.387970,
2018-12-27,1.89153,,1.37521,,9.55475,,9.10117,,1.21882,,1.097990,,154.057,,12.15140,,12.57530,,1.386650,
2018-12-28,.,No value available,1.36451,,9.53107,,9.06709,,1.21424,,1.095500,,154.141,,12.11060,,12.47680,,1.390790,
2018-12-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2018-12-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-02,1.89128,,.,No value available,9.53380,,9.11095,,1.22018,,1.098410,,.,No value available,12.09300,,12.41460,,1.390640,
2019-01-03,1.87308,,1.37280,,9.53734,,9.12959,,1.22257,,1.104940,,.,No value available,12.11730,,12.49620,,1.387370,
2019-01-04,1.86498,,1.37280,,9.54700,,9.10805,,1.21962,,1.098010,,149.685,,12.03140,,12.50180,,1.390740,
2019-01-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-07,1.85428,,1.36756,,9.54062,,9.08785,,1.21698,,1.092080,,151.109,,11.92870,,12.45110,,1.392840,
2019-01-08,1.85240,,1.36488,,9.55950,,9.09480,,1.21811,,1.090770,,151.531,,11.90700,,12.40740,,1.393510,
2019-01-09,1.84177,,1.36632,,9.52200,,9.07977,,1.21612,,1.094060,,151.705,,11.87760,,12.40710,,1.393070,
2019-01-10,1.84981,,1.36562,,9.49073,,9.04642,,1.21177,,1.097330,,150.862,,11.81380,,12.41780,,1.397770,
2019-01-11,.,No value available,1.37583,,9.44109,,9.05666,,1.21333,,1.091100,,151.688,,11.83950,,12.41000,,1.399340,
2019-01-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-14,1.85374,,1.37134,,9.45019,,9.09339,,1.21832,,1.085080,,.,No value available,11.92350,,12.48220,,1.397050,
2019-01-15,1.85103,,1.37620,,9.42258,,9.11619,,1.22139,,1.084880,,151.197,,11.92260,,12.48670,,1.395320,
2019-01-16,1.84495,,1.37891,,9.41620,,9.12709,,1.22278,,1.083840,,151.044,,11.90470,,12.47810,,1.392620,
2019-01-17,1.85269,,1.38283,,9.43067,,9.12892,,1.22291,,1.080500,,151.933,,11.93320,,12.59220,,1.393630,
2019-01-18,1.84738,,1.38421,,9.43548,,9.12126,,1.22189,,1.077240,,152.346,,11.87900,,12.54350,,1.393200,
2019-01-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-22,1.85511,,1.38549,,9.46522,,9.14537,,1.22480,,1.078350,,152.455,,11.95750,,12.55510,,1.390630,
2019-01-23,1.85835,,1.38882,,9.45144,,9.14528,,1.22480,,1.068160,,152.644,,11.94950,,12.56590,,1.392230,
2019-01-24,1.85740,,1.38474,,9.45323,,9.15843,,1.22671,,1.068430,,152.337,,11.93320,,12.57850,,1.391210,
2019-01-25,1.84602,,1.38779,,9.41691,,9.16414,,1.22739,,1.063460,,152.795,,11.91110,,12.65490,,1.392590,
2019-01-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-01-28,1.85099,,1.38552,,9.40442,,9.12667,,1.22256,,1.061940,,152.602,,11.89800,,12.65990,,1.395920,
2019-01-29,1.85349,,1.38753,,9.41327,,9.13134,,1.22323,,1.061920,,152.543,,11.86950,,12.63430,,1.397170,
2019-01-30,1.84318,,1.39307,,9.37840,,9.12575,,1.22250,,1.066480,,152.839,,11.85070,,12.67830,,1.397190,
2019-01-31,1.84108,,1.39089,,9.39364,,9.10274,,1.21927,,1.066830,,152.564,,11.78100,,12.62770,,1.400700,
2019-02-01,1.83128,,1.38867,,9.41930,,9.10125,,1.21912,,1.070630,,152.264,,11.78700,,.,No value available,1.398450,
2019-02-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-04,1.83268,,1.39213,,.,No value available,9.10656,,1.21984,,1.068670,,152.916,,11.83610,,12.65020,,1.396110,
2019-02-05,1.83172,,1.39638,,.,No value available,9.11411,,1.22090,,1.071770,,153.396,,11.81620,,12.72900,,1.394640,
2019-02-06,1.83702,,1.39378,,.,No value available,9.12509,,1.22234,,1.075350,,152.853,,11.84680,,12.74620,,1.392740,
2019-02-07,1.84606,,1.39341,,.,No value available,9.14177,,1.22484,,1.079460,,152.687,,11.91190,,12.83320,,1.389580,
2019-02-08,1.84560,,1.39289,,.,No value available,9.14871,,1.22581,,1.073110,,152.710,,11.97520,,12.88400,,1.390800,
2019-02-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-11,1.84624,,1.39281,,9.41256,,9.16565,,1.22803,,1.075410,,.,No value available,12.05810,,12.87900,,1.388780,
2019-02-12,1.83749,,1.39857,,9.40115,,9.16263,,1.22786,,1.078990,,153.263,,12.02690,,12.90060,,1.386990,
2019-02-13,1.83987,,1.39630,,9.39311,,9.17212,,1.22922,,1.073740,,153.624,,11.99840,,12.86200,,1.389630,
2019-02-14,1.84242,,1.39754,,9.37532,,9.17440,,1.22958,,1.081820,,153.789,,11.99890,,12.84500,,1.385490,
2019-02-15,1.83942,,1.39517,,9.39911,,9.18780,,1.23141,,1.081650,,153.049,,12.02960,,12.93140,,1.386570,
2019-02-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-19,1.83667,,1.39505,,9.39647,,9.16666,,1.22846,,1.073980,,153.560,,11.97260,,12.85930,,1.387420,
2019-02-20,1.83249,,1.39284,,9.35664,,9.15424,,1.22687,,1.068420,,154.235,,11.94170,,12.95750,,1.391510,
2019-02-21,1.83766,,1.39398,,9.35043,,9.15215,,1.22652,,1.066670,,154.188,,11.99630,,12.97540,,1.392590,
2019-02-22,1.83312,,1.39241,,9.35139,,9.16910,,1.22876,,1.069620,,154.075,,11.99800,,12.99760,,1.391580,
2019-02-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-02-25,1.83669,,1.39251,,9.33846,,9.16128,,1.22781,,1.065480,,154.475,,11.98590,,12.98470,,1.394180,
2019-02-26,1.84056,,1.39566,,9.34448,,9.16120,,1.22779,,1.055860,,154.554,,11.99860,,12.99700,,1.394890,
2019-02-27,1.83729,,1.39289,,9.34483,,9.15910,,1.22757,,1.049490,,154.517,,11.92250,,12.94850,,1.397710,
2019-02-28,1.84099,,1.38854,,9.35008,,9.13676,,1.22458,,1.050870,,155.021,,11.91120,,12.91790,,1.397980,
2019-03-01,1.84909,,1.39197,,9.34510,,9.14052,,1.22506,,1.054550,,155.764,,11.91590,,12.90080,,1.394480,
2019-03-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-04,1.85410,,1.39402,,9.32227,,9.16338,,1.22808,,1.055720,,155.935,,11.99020,,12.92380,,1.392280,
2019-03-05,1.85779,,1.39289,,9.33132,,9.16868,,1.22882,,1.056440,,155.709,,12.04520,,.,No value available,1.392130,
2019-03-06,1.86583,,1.39728,,9.32984,,9.17566,,1.22984,,1.058410,,155.397,,12.05740,,12.95730,,1.390330,
2019-03-07,.,No value available,1.39713,,9.33088,,9.20658,,1.23396,,1.058610,,155.283,,12.07560,,12.93850,,1.390800,
2019-03-08,1.86131,,1.40070,,9.32505,,9.21880,,1.23575,,1.060790,,154.652,,12.20100,,13.14330,,1.386760,
2019-03-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-11,1.86112,,1.40021,,9.32984,,9.20624,,1.23394,,1.065540,,154.173,,12.05560,,13.06530,,1.387440,
2019-03-12,1.85720,,1.40192,,9.31793,,9.18544,,1.23126,,1.063550,,154.651,,11.98820,,13.00300,,1.388250,
2019-03-13,1.85363,,1.39934,,9.33498,,9.18071,,1.23064,,1.057220,,154.817,,11.96740,,13.00760,,1.390990,
2019-03-14,1.85374,,1.39743,,9.34370,,9.18983,,1.23149,,1.051490,,154.745,,11.96450,,12.90830,,1.390970,
2019-03-15,1.85768,,1.39786,,9.35104,,9.18974,,1.23130,,1.049730,,155.749,,11.92890,,12.90140,,1.392360,
2019-03-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-18,1.86018,,1.39413,,9.35655,,9.16515,,1.22823,,1.051020,,155.492,,11.87940,,12.86280,,1.393920,
2019-03-19,1.85308,,1.39406,,9.36408,,9.15969,,1.22745,,1.050000,,155.139,,11.87490,,12.85560,,1.394130,
2019-03-20,1.85643,,1.39242,,9.34754,,9.16221,,1.22778,,1.054280,,155.573,,11.89910,,12.83610,,1.394030,
2019-03-21,1.86534,,1.38652,,9.32766,,9.14612,,1.22560,,1.063350,,.,No value available,11.78750,,12.76950,,1.395590,
2019-03-22,1.86640,,1.38439,,9.32627,,9.18864,,1.23137,,1.058720,,154.074,,11.87320,,12.84430,,1.391690,
2019-03-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-25,1.86896,,1.38410,,9.34885,,9.17953,,1.22973,,1.056010,,152.915,,11.87790,,12.88690,,1.392670,
2019-03-26,1.86449,,1.38367,,9.35086,,9.20938,,1.23361,,1.051860,,153.341,,11.89170,,12.87900,,1.392870,
2019-03-27,1.86631,,1.38234,,9.35489,,9.22484,,1.23552,,1.052030,,153.810,,11.97840,,12.89160,,1.391320,
2019-03-28,1.86406,,1.38260,,9.33934,,9.23788,,1.23737,,1.057910,,152.967,,12.04960,,12.93210,,1.388090,
2019-03-29,1.85512,,1.38256,,9.33053,,9.22441,,1.23565,,1.059290,,153.985,,11.93510,,12.88590,,1.388250,
2019-03-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-03-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-01,1.85138,,1.38148,,9.31723,,9.22143,,1.23545,,1.059250,,154.196,,11.90730,,12.84370,,1.388150,
2019-04-02,1.84946,,1.38578,,9.31524,,9.23736,,1.23749,,1.061410,,154.330,,11.93500,,12.90970,,1.385990,
2019-04-03,1.85048,,1.38474,,9.31558,,9.22058,,1.23529,,1.054310,,154.814,,11.88570,,12.89720,,1.388840,
2019-04-04,1.85390,,1.38595,,9.32418,,9.23395,,1.23715,,1.055690,,154.744,,11.91480,,12.87130,,1.387960,
2019-04-05,1.85675,,1.38785,,.,No value available,9.21744,,1.23483,,1.061960,,155.035,,11.92980,,12.86300,,1.387090,
2019-04-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-08,1.84903,,1.38708,,9.32384,,9.21116,,1.23389,,1.063080,,154.652,,11.88300,,12.89850,,1.387640,
2019-04-09,1.85030,,1.38849,,9.32871,,9.19828,,1.23218,,1.061680,,154.724,,11.85240,,12.85330,,1.389530,
2019-04-10,1.85133,,1.39003,,9.33045,,9.19515,,1.23173,,1.062050,,154.444,,11.81170,,12.84430,,1.389260,
2019-04-11,1.85936,,1.39215,,9.33567,,9.21073,,1.23390,,1.061130,,154.372,,11.83120,,12.84720,,1.389860,
2019-04-12,1.85310,,1.39125,,9.34064,,9.16658,,1.22805,,1.062700,,155.364,,11.79180,,12.90580,,1.390280,
2019-04-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-15,1.85688,,1.39447,,9.32470,,9.17398,,1.22912,,1.060480,,155.723,,11.80180,,12.86980,,1.390510,
2019-04-16,1.85714,,1.39810,,9.32271,,9.17743,,1.22952,,1.062100,,155.635,,11.78720,,12.87970,,1.389970,
2019-04-17,1.85371,,1.40259,,9.30302,,9.18485,,1.23035,,1.065740,,155.727,,11.78410,,12.82680,,1.390420,
2019-04-18,1.85696,,1.40313,,9.29757,,.,No value available,1.23347,,1.066650,,155.390,,.,No value available,12.86740,,1.387650,
2019-04-19,.,No value available,.,No value available,9.30051,,.,No value available,.,No value available,.,No value available,155.274,,.,No value available,.,No value available,1.387240,
2019-04-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-22,1.85223,,.,No value available,9.31177,,.,No value available,.,No value available,.,No value available,155.303,,.,No value available,.,No value available,1.387130,
2019-04-23,1.86177,,1.41405,,9.32079,,9.21005,,1.23362,,1.066510,,155.131,,11.82360,,12.94650,,1.387200,
2019-04-24,1.86615,,1.41065,,9.30527,,9.22518,,1.23552,,1.070450,,155.011,,11.86960,,12.97770,,1.384890,
2019-04-25,1.86290,,1.41136,,9.30163,,9.26758,,1.24125,,1.072430,,154.632,,11.99520,,13.10330,,1.380640,
2019-04-26,1.85962,,1.41102,,9.30735,,9.26441,,1.24098,,1.070040,,154.323,,11.99450,,13.14800,,1.381590,
2019-04-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-04-29,.,No value available,1.40990,,9.30709,,9.25540,,1.23981,,1.069880,,.,No value available,12.01170,,13.13700,,1.382390,
2019-04-30,1.86011,,1.41237,,9.34152,,9.22101,,1.23530,,1.065110,,154.789,,11.94260,,13.18010,,1.385760,
2019-05-01,1.86144,,.,No value available,.,No value available,.,No value available,.,No value available,1.061940,,.,No value available,.,No value available,.,No value available,1.387480,
2019-05-02,1.86533,,1.41230,,.,No value available,9.22620,,1.23584,,1.061170,,.,No value available,12.04330,,13.22140,,1.385630,
2019-05-03,1.85735,,1.41123,,.,No value available,9.25660,,1.23988,,1.064000,,.,No value available,12.12390,,13.25540,,1.383090,
2019-05-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-06,1.86449,,1.41160,,9.37954,,.,No value available,1.23727,,.,No value available,.,No value available,12.11350,,13.27020,,1.385620,
2019-05-07,1.86726,,1.41243,,9.37233,,.,No value available,1.23882,,1.058650,,153.415,,12.09140,,13.24270,,1.385620,
2019-05-08,1.86564,,1.40914,,9.37946,,9.23344,,1.23678,,1.064330,,152.413,,12.15570,,13.26380,,1.385440,
2019-05-09,1.86565,,1.41021,,9.42676,,9.22960,,1.23623,,1.065700,,152.139,,12.12340,,13.32260,,1.383710,
2019-05-10,1.85971,,1.40449,,9.43699,,9.21413,,1.23418,,1.064340,,152.250,,12.11880,,13.35620,,1.385980,
2019-05-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-13,1.86352,,1.39581,,9.50977,,9.19515,,1.23148,,1.063220,,151.981,,12.08660,,13.37710,,1.384800,
2019-05-14,1.86394,,1.39487,,9.52880,,9.20742,,1.23274,,1.068420,,151.645,,12.07950,,13.29200,,1.383870,
2019-05-15,1.85937,,1.39249,,9.49424,,9.23301,,1.23610,,1.070990,,151.572,,12.11420,,13.29480,,1.382330,
2019-05-16,1.85720,,1.39432,,9.51475,,9.21192,,1.23355,,1.077710,,151.268,,12.02880,,13.27800,,1.381950,
2019-05-17,1.85725,,1.39342,,9.53089,,.,No value available,1.23434,,1.080980,,151.608,,.,No value available,13.29280,,1.379010,
2019-05-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-20,.,No value available,1.39166,,9.52653,,9.21667,,1.23414,,1.081670,,151.832,,12.09180,,13.28140,,1.378160,
2019-05-21,1.84723,,1.39145,,9.51919,,9.21566,,1.23394,,1.084790,,151.698,,12.08190,,13.33730,,1.377200,
2019-05-22,1.84779,,1.39135,,9.52544,,9.21167,,1.23348,,1.087760,,152.274,,12.03850,,13.30330,,1.377920,
2019-05-23,1.85533,,1.38840,,9.51891,,9.22943,,1.23580,,1.088530,,151.724,,12.05440,,13.27100,,1.376560,
2019-05-24,1.85544,,1.38354,,9.52735,,9.21082,,1.23341,,1.087070,,151.380,,12.03300,,13.24530,,1.379820,
2019-05-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-05-28,1.85955,,1.38524,,9.53562,,9.20793,,1.23284,,1.088720,,151.115,,11.97880,,13.17950,,1.379790,
2019-05-29,1.86262,,1.38704,,9.53153,,9.22739,,1.23547,,1.090160,,150.606,,12.07420,,13.22210,,1.378290,
2019-05-30,1.85920,,.,No value available,9.50950,,.,No value available,1.23683,,1.090240,,150.887,,.,No value available,.,No value available,1.377080,
2019-05-31,1.86351,,1.38444,,9.51040,,.,No value available,1.23542,,1.095040,,150.615,,12.09660,,13.15700,,1.377620,
2019-06-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-06-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-06-03,1.85954,,1.37906,,9.53407,,9.21735,,1.23425,,1.091570,,149.440,,12.06820,,13.11340,,1.380510,
2019-06-04,1.85659,,1.37431,,9.56709,,9.19261,,1.23094,,1.090680,,149.507,,12.04600,,13.04490,,1.384070,
2019-06-05,1.85485,,1.37270,,9.56480,,.,No value available,1.22956,,1.089040,,149.651,,12.01740,,13.04610,,1.384120,
2019-06-06,1.84997,,1.37655,,9.56096,,9.16742,,1.22745,,1.089620,,149.679,,12.03920,,.,No value available,1.382840,
2019-06-07,.,No value available,1.37539,,.,No value available,9.16473,,1.22719,,1.087890,,150.073,,12.02200,,13.05980,,1.383410,
2019-06-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-06-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-06-10,1.83701,,.,No value available,9.60135,,.,No value available,1.22524,,1.092380,,150.220,,.,No value available,13.04890,,1.384640,
2019-06-11,1.83978,,1.37450,,9.58350,,9.14177,,1.22401,,1.091010,,150.475,,11.95860,,13.03780,,1.385580,
2019-06-12,1.84421,,1.37702,,9.58341,,9.14294,,1.22433,,1.088670,,150.345,,11.97640,,13.09600,,1.386310,
2019-06-13,1.84446,,1.37483,,9.58056,,9.15734,,1.22625,,1.092550,,149.963,,11.98290,,13.11550,,1.384310,
2019-06-14,1.85159,,1.37690,,9.57809,,9.17011,,1.22799,,1.094540,,149.926,,12.00100,,13.10630,,1.383330,
2019-06-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-06-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2019-06-17,1.85130,,1.37940,,9.56169,,9.17861,,1.22917,,1.096390,,149.960,,12.03820,,13.11570,,1.380850,
2019-06-18,1.84842,,1.37845,,9.56306,,9.21158,,1.23360,,1.100900,,149.789,,12.06400,,13.05760,,1.380030,
2019-06-19,1.84284,,1.37733,,9.53625,,9.20234,,1.23238,,1.097350,,149.673,,12.05450,,13.19390,,1.381130,
2019-06-20,1.83025,,1.36794,,9.50074,,9.16179,,1.22712,,1.092520,,149.365,,11.86360,,13.07150,,1.387500,
2019-06-21,1.83292,,1.36311,,9.53971,,9.15282,,1.22598,,1.095570,,148.581,,11.87490,,.,No value available,1.387310,
2019-06-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
