"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
2021-08-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-16,.,No value available,1.30039,,9.21948,,.,No value available,1.20891,,1.026790,,155.819,,.,No value available,.,No value available,1.423130,
2021-08-17,.,No value available,1.29577,,9.21583,,.,No value available,1.20837,,1.030950,,155.413,,.,No value available,.,No value available,1.421890,
2021-08-18,1.79213,,1.29876,,9.19549,,9.00155,,1.21040,,1.031810,,155.474,,12.61470,,12.38760,,1.418950,
2021-08-19,1.81336,,1.30027,,9.20378,,9.01364,,1.21202,,1.035630,,155.905,,12.78070,,12.42790,,1.417580,
2021-08-20,1.82069,,1.29825,,9.20471,,9.02413,,1.21345,,1.039700,,155.586,,12.86250,,12.49330,,1.416220,
2021-08-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-23,1.79891,,1.30003,,9.20632,,9.00252,,1.21051,,1.037200,,155.805,,12.69460,,12.46440,,1.418470,
2021-08-24,1.79001,,1.29686,,9.19608,,8.99378,,1.20932,,1.034870,,155.830,,12.57730,,12.36220,,1.419740,
2021-08-25,1.79210,,1.29760,,9.19599,,8.99896,,1.21009,,1.035030,,155.990,,12.56830,,12.34050,,1.420160,
2021-08-26,1.79782,,1.30108,,9.21217,,8.98118,,1.20769,,1.034420,,156.320,,12.51350,,12.35510,,1.421090,
2021-08-27,1.79429,,1.30336,,9.19921,,8.97892,,1.20746,,1.036030,,156.210,,12.50620,,12.36190,,1.420090,
2021-08-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-08-30,1.79291,,1.30133,,9.20056,,8.96411,,1.20549,,.,No value available,156.117,,12.34370,,12.30000,,1.422600,
2021-08-31,1.79698,,1.30170,,9.20073,,8.94943,,1.20353,,1.034390,,156.483,,12.34820,,12.23780,,1.424260,
2021-09-01,1.79428,,1.30447,,9.20039,,8.95600,,1.20440,,1.034260,,156.927,,12.36110,,12.29440,,1.423240,
2021-09-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-07,1.79973,,1.30313,,9.20954,,8.94095,,1.20235,,1.033960,,156.573,,12.38300,,12.19130,,1.425980,
2021-09-08,1.80421,,1.31082,,9.19811,,8.94895,,1.20346,,1.034020,,156.951,,12.35350,,12.23540,,1.423330,
2021-09-09,1.80283,,1.30987,,9.19921,,8.94943,,1.20350,,1.031500,,157.003,,12.35380,,12.28680,,1.424710,
2021-09-10,1.80073,,1.30845,,9.18156,,8.95303,,1.20399,,1.027670,,156.507,,12.28400,,12.25550,,1.425640,
2021-09-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-13,.,No value available,.,No value available,9.17920,,.,No value available,1.20756,,1.028680,,156.419,,.,No value available,.,No value available,1.422510,
2021-09-14,1.80306,,1.31338,,9.17507,,8.96379,,1.20544,,1.026830,,156.751,,12.26470,,12.22550,,1.424110,
2021-09-15,1.80403,,1.30700,,9.17903,,8.96813,,1.20602,,1.031390,,156.347,,12.23120,,12.25450,,1.426000,
2021-09-16,1.80361,,1.31577,,9.17145,,8.99596,,1.20979,,1.029420,,155.684,,12.25440,,12.24060,,1.423070,
2021-09-17,1.80965,,1.31936,,9.17869,,8.97980,,1.20761,,1.031370,,156.198,,12.22200,,12.24920,,1.422570,
2021-09-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-20,1.81998,,1.32022,,.,No value available,9.00844,,1.21148,,1.036010,,.,No value available,12.40920,,12.36530,,1.418760,
2021-09-21,1.81734,,1.31271,,.,No value available,8.99370,,1.20948,,1.037320,,155.526,,12.31590,,12.31520,,1.419680,
2021-09-22,1.81069,,1.30883,,9.18181,,8.99936,,1.21023,,1.040600,,155.036,,12.25580,,12.30380,,1.419480,
2021-09-23,1.79547,,1.31194,,9.17355,,9.00730,,1.21127,,1.037130,,.,No value available,12.21690,,12.29880,,1.419010,
2021-09-24,1.79934,,1.30942,,9.17027,,9.00439,,1.21089,,1.036170,,156.662,,12.21670,,12.25390,,1.419040,
2021-09-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-09-27,1.79158,,1.31324,,9.15877,,9.01193,,1.21194,,1.034830,,157.084,,12.19880,,12.28880,,1.417720,
2021-09-28,1.79465,,1.31372,,9.13776,,9.01218,,1.21197,,1.040540,,157.145,,12.24340,,12.34930,,1.415340,
2021-09-29,1.80099,,1.31240,,9.14311,,9.01925,,1.21292,,1.046680,,157.794,,12.30260,,12.34290,,1.413540,
2021-09-30,.,No value available,1.31934,,9.10606,,9.04781,,1.21675,,1.048660,,157.667,,12.36820,,12.38550,,1.408870,
2021-10-01,1.78634,,1.31660,,.,No value available,9.05084,,1.21696,,1.044680,,157.261,,12.19450,,12.39330,,1.411680,
2021-10-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-03,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-04,1.77834,,1.31174,,.,No value available,9.03326,,1.21458,,1.039910,,156.832,,12.11790,,12.37360,,1.413290,
2021-10-05,1.77644,,1.30998,,.,No value available,9.05649,,1.21761,,1.036860,,156.694,,12.07330,,12.34920,,1.412680,
2021-10-06,1.77779,,1.31019,,.,No value available,9.08529,,1.22119,,1.038450,,157.328,,12.11780,,12.37700,,1.409490,
2021-10-07,1.77185,,1.30652,,.,No value available,9.07911,,1.22032,,1.037870,,157.150,,12.12850,,12.39000,,1.410930,
2021-10-08,1.76104,,1.31062,,9.09753,,9.07482,,1.21952,,1.035190,,157.622,,12.05560,,12.41000,,1.410870,
2021-10-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-10,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-12,1.75575,,1.30804,,9.09761,,9.07326,,1.21938,,1.034850,,159.893,,12.02410,,12.34900,,1.408990,
2021-10-13,1.75398,,1.30706,,9.08612,,9.07005,,1.21898,,1.034490,,159.937,,12.01360,,12.36160,,1.409380,
2021-10-14,1.74741,,1.29940,,9.09099,,9.05797,,1.21737,,1.030230,,160.137,,11.92140,,12.22950,,1.412390,
2021-10-15,1.74777,,1.30395,,9.07647,,9.05428,,1.21693,,1.027160,,160.800,,11.88030,,12.17750,,1.411880,
2021-10-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-18,1.74626,,1.30585,,9.07869,,9.04756,,1.21606,,1.027910,,161.249,,11.87400,,12.20100,,1.411120,
2021-10-19,1.74962,,1.30135,,9.06331,,9.03906,,1.21484,,1.024040,,161.610,,11.82530,,12.18760,,1.415890,
2021-10-20,1.74318,,1.30487,,9.03971,,9.05084,,1.21645,,1.027460,,161.961,,11.85250,,12.18930,,1.413890,
2021-10-21,1.74739,,1.29989,,9.05354,,9.04593,,1.21576,,1.024980,,161.652,,11.80080,,12.15670,,1.414780,
2021-10-22,1.74852,,1.29700,,9.04372,,9.05281,,1.21669,,1.026370,,161.339,,.,No value available,12.13760,,1.415010,
2021-10-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-25,1.75095,,1.30010,,9.02535,,9.06947,,1.21904,,1.027130,,160.838,,11.83670,,12.12700,,1.414460,
2021-10-26,1.75095,,1.30027,,9.03106,,9.05920,,1.21776,,1.023140,,161.216,,11.79130,,12.19170,,1.414800,
2021-10-27,1.74557,,1.29900,,9.01925,,9.04552,,1.21589,,1.030040,,161.237,,11.83890,,12.15260,,1.412500,
2021-10-28,1.74553,,1.29823,,9.03865,,9.07029,,1.21927,,1.027180,,160.573,,11.88400,,12.13600,,1.413500,
2021-10-29,1.75281,,1.28948,,9.04486,,9.04159,,1.21544,,1.026830,,160.858,,11.85000,,12.05830,,1.415380,
2021-10-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-10-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-01,1.74490,,1.28815,,9.03334,,9.06536,,1.21854,,1.031490,,161.003,,11.86460,,12.11660,,1.410820,
2021-11-02,1.75181,,1.28893,,9.03800,,9.05559,,1.21718,,1.034340,,161.143,,11.91860,,12.03610,,1.412290,
2021-11-03,1.75284,,.,No value available,9.03367,,9.06881,,1.21925,,1.033950,,.,No value available,12.02300,,12.08020,,1.411650,
2021-11-04,1.75471,,.,No value available,9.01413,,9.06175,,1.21835,,1.037210,,160.896,,12.01170,,12.08450,,1.409510,
2021-11-05,1.75258,,1.29023,,9.00779,,9.08777,,1.22187,,1.047030,,160.128,,12.08160,,12.08810,,1.407470,
2021-11-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-07,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-08,1.75561,,1.29058,,9.02242,,9.05937,,1.21793,,1.043350,,160.189,,12.02640,,12.11120,,1.410240,
2021-11-09,1.75710,,1.29129,,9.02772,,9.06857,,1.21927,,1.040160,,159.859,,12.01660,,12.07660,,1.411550,
2021-11-10,1.75507,,1.28846,,9.01055,,9.06988,,1.21947,,1.043740,,159.058,,12.05420,,12.11620,,1.409470,
2021-11-11,.,No value available,.,No value available,8.99661,,9.11644,,1.22579,,1.048400,,160.072,,12.22050,,12.25890,,1.404750,
2021-11-12,1.76463,,1.29605,,8.97779,,9.12342,,1.22677,,1.048570,,160.439,,12.20740,,12.26350,,1.404400,
2021-11-13,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-14,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-15,1.75855,,1.29226,,8.96531,,9.13067,,1.22766,,1.045340,,160.134,,12.17500,,12.27630,,1.404930,
2021-11-16,1.75849,,1.29953,,8.93935,,9.16632,,1.23257,,1.041970,,160.002,,12.18560,,12.31230,,1.401190,
2021-11-17,1.76246,,1.30201,,8.93735,,9.19599,,1.23659,,1.040050,,160.713,,12.22930,,12.42910,,1.399330,
2021-11-18,1.76707,,1.29816,,8.93368,,9.18147,,1.23470,,1.038600,,159.925,,12.28810,,12.40750,,1.400760,
2021-11-19,1.76758,,1.29586,,8.92754,,9.22739,,1.24081,,1.039630,,159.892,,12.46810,,12.44710,,1.398520,
2021-11-20,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-21,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-22,1.77222,,1.29653,,8.92092,,9.21625,,1.23927,,1.040000,,159.458,,12.48130,,12.51350,,1.397650,
2021-11-23,1.77232,,1.30131,,8.90385,,9.21209,,1.23880,,1.044140,,.,No value available,12.47590,,12.54300,,1.394760,
2021-11-24,1.76705,,1.30476,,8.90535,,9.25052,,1.24389,,1.042290,,160.564,,12.47130,,12.61640,,1.393900,
2021-11-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-11-29,.,No value available,1.29158,,8.92618,,9.22033,,1.23984,,1.047850,,158.957,,12.66370,,12.79460,,1.398040,
2021-11-30,1.79190,,1.28712,,8.92530,,9.16792,,1.23277,,1.049950,,159.411,,12.67230,,12.64690,,1.400800,
2021-12-01,1.78800,,1.28810,,8.90924,,9.19836,,1.23696,,1.050440,,158.703,,12.64110,,12.63820,,1.399500,
2021-12-02,1.79476,,1.28742,,8.92937,,9.18468,,1.23513,,1.050730,,158.202,,12.71710,,12.71640,,1.400510,
2021-12-03,1.79186,,1.28621,,8.90813,,9.21107,,1.23867,,1.054340,,158.222,,12.74280,,12.73300,,1.398580,
2021-12-04,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-06,1.78663,,1.28950,,8.90869,,9.21031,,1.23858,,1.052740,,158.042,,12.75030,,12.77420,,1.397990,
2021-12-07,1.76762,,1.29172,,8.89079,,9.22416,,1.24043,,1.053520,,158.751,,12.63990,,12.65890,,1.396230,
2021-12-08,1.76630,,1.29168,,8.87989,,9.19523,,1.23654,,1.057420,,158.551,,12.48410,,12.68160,,1.397170,
2021-12-09,1.77521,,1.28954,,8.86698,,9.18957,,1.23579,,1.060140,,159.000,,12.54940,,12.66620,,1.397800,
2021-12-10,1.77481,,1.29104,,8.88857,,9.20836,,1.23831,,1.057620,,158.357,,12.54850,,12.65820,,1.395950,
2021-12-11,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-12,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-13,.,No value available,.,No value available,8.88897,,.,No value available,1.23862,,1.053400,,158.619,,.,No value available,.,No value available,1.396910,
2021-12-14,.,No value available,1.28587,,8.89981,,9.19701,,1.23678,,1.055530,,158.960,,12.67400,,12.72630,,1.398680,
2021-12-15,.,No value available,.,No value available,8.88865,,.,No value available,1.24004,,1.053190,,158.898,,.,No value available,.,No value available,1.396540,
2021-12-16,1.78667,,1.29346,,8.89941,,9.16935,,1.23307,,1.048300,,159.532,,12.51050,,12.67820,,1.397810,
2021-12-17,1.79652,,1.28606,,8.91170,,9.17911,,1.23434,,1.052540,,159.220,,12.56350,,12.64220,,1.398500,
2021-12-18,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-19,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-20,1.80644,,1.28922,,8.90282,,9.20751,,1.23817,,1.057300,,158.548,,12.61880,,12.76450,,1.395790,
2021-12-21,1.80568,,1.28823,,8.90004,,9.19616,,1.23668,,1.054490,,158.750,,12.55080,,12.75360,,1.396830,
2021-12-22,1.79808,,1.28982,,8.90797,,9.19667,,1.23675,,1.049680,,159.556,,12.44330,,12.78990,,1.397650,
2021-12-23,.,No value available,1.28791,,8.91599,,9.20217,,1.23748,,1.041830,,159.848,,12.38880,,12.75930,,1.399590,
2021-12-24,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-25,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-26,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-27,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-28,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2021-12-31,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-01,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-02,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-03,.,No value available,1.27784,,.,No value available,9.17726,,1.23380,,.,No value available,.,No value available,12.33960,,12.67950,,1.400980,
2022-01-04,1.77475,,1.28302,,8.90321,,9.20946,,1.23820,,1.034840,,161.191,,12.39910,,12.70260,,1.396560,
2022-01-05,1.77928,,1.28035,,8.91528,,9.19456,,1.23610,,1.033260,,162.580,,12.32040,,12.68680,,1.399140,
2022-01-06,1.78171,,1.28346,,8.91369,,9.19413,,1.23589,,1.033020,,162.271,,12.40220,,.,No value available,1.398410,
2022-01-07,1.77093,,1.28933,,8.91115,,9.20488,,1.23754,,1.031790,,162.035,,12.41110,,12.75630,,1.398180,
2022-01-08,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-09,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-10,1.77499,,1.29068,,8.92124,,9.20031,,1.23691,,1.030620,,.,No value available,12.40040,,12.73040,,1.399940,
2022-01-11,1.76531,,1.29731,,8.92403,,9.19135,,1.23534,,1.030900,,161.491,,12.37370,,12.70720,,1.400380,
2022-01-12,1.75373,,1.29469,,8.92212,,9.17490,,1.23295,,1.028170,,161.677,,12.23950,,12.67130,,1.401860,
2022-01-13,1.75698,,1.28361,,8.95167,,9.13559,,1.22776,,1.025420,,161.371,,12.19570,,12.54390,,1.407390,
2022-01-14,1.76621,,1.28316,,8.93455,,9.15240,,1.22993,,1.025940,,160.501,,12.28240,,12.56480,,1.407900,
2022-01-15,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-16,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-17,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-18,1.75856,,1.28429,,8.91337,,9.19008,,1.23480,,1.031980,,160.768,,12.30320,,12.68890,,1.403600,
2022-01-19,1.75167,,1.28451,,8.90797,,9.19802,,1.23599,,1.028710,,160.836,,12.28170,,12.81020,,1.402230,
2022-01-20,1.74935,,1.28382,,8.89458,,9.20548,,1.23690,,1.030720,,160.266,,12.31680,,12.77100,,1.402390,
2022-01-21,1.75884,,1.28026,,8.89039,,9.19591,,1.23548,,1.034130,,159.592,,12.41940,,12.87100,,1.402020,
2022-01-22,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-23,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-24,1.77299,,1.27819,,8.87028,,9.22433,,1.23931,,1.038640,,159.466,,12.59600,,12.89220,,1.400910,
2022-01-25,1.76665,,1.28718,,8.85355,,9.24112,,1.24146,,1.040370,,159.444,,12.58660,,12.97240,,1.398880,
2022-01-26,1.76450,,1.28845,,8.85105,,9.23728,,1.24123,,1.035950,,159.303,,12.42650,,12.96010,,1.399730,
2022-01-27,1.76957,,1.29551,,8.85504,,9.28384,,1.24735,,1.039930,,159.626,,12.46140,,13.02790,,1.392040,
2022-01-28,1.77624,,1.29595,,8.85089,,9.29385,,1.24863,,1.038710,,160.546,,12.51880,,13.12420,,1.390730,
2022-01-29,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-30,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-01-31,1.77021,,1.29986,,.,No value available,9.28428,,1.24756,,1.038330,,160.653,,12.48620,,13.05640,,1.391780,
2022-02-01,1.77457,,1.28752,,.,No value available,9.23788,,1.24153,,1.035910,,160.975,,12.37030,,12.98260,,1.397960,
2022-02-02,1.77568,,1.28774,,.,No value available,9.20158,,1.23705,,1.032590,,160.662,,12.27500,,12.91250,,1.400710,
2022-02-03,.,No value available,1.29089,,.,No value available,.,No value available,1.23975,,1.028700,,160.137,,12.34110,,12.88300,,1.399180,
2022-02-04,1.79456,,1.29795,,.,No value available,9.13275,,1.22698,,1.036260,,161.761,,.,No value available,12.80130,,1.406620,
2022-02-05,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-02-06,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available,.,No value available
2022-02-07,1.78220,,1.29718,,8.92881,,9.13476,,1.22708,,1.039550,,161.856,,12.35150,,12.84830,,1.404630,
2022-02-08,1.78390,,1.29543,,8.94278,,9.15885,,1.23041,,1.036360,,161.827,,,,12.82500,,1.403650,
2022-02-09,1.78029,,1.29661,,8.93272,,9.13960,,1.22782,,1.034040,,162.206,,,,12.82050,,1.404010,
2022-02-10,1.78046,,1.29856,,8.92562,,9.13167,,1.22731,,1.034660,,162.280,,,,12.81550,,1.403920,
"","Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",,"Source: International Monetary Fund (IMF), Washington",
