Date,"Forward exchange rate, 1 month, US$ into Sterling                          XUDLDS1","Forward exchange rate, 3 month, US$ into Sterling                          XUDLDS3","Forward exchange rate, 6 month, US$ into Sterling                          XUDLDS6","Forward exchange rate, 12 month, US$ into Sterling                          XUDLDSY"
26-Mar-03,1.5706,1.5643,1.5554,1.5389
27-Mar-03,1.5682,1.5621,1.5531,1.5367
28-Mar-03,1.5649,1.5589,1.5499,1.5335
31-Mar-03,1.5776,1.5715,1.5626,1.5464
1-Apr-03,1.5712,1.5655,1.5567,1.541
2-Apr-03,1.5661,1.56,1.5513,1.5356
3-Apr-03,1.5673,1.5613,1.5524,1.5364
4-Apr-03,1.5571,1.5511,1.5423,1.5264
7-Apr-03,1.5469,1.541,1.5323,1.5162
8-Apr-03,1.5465,1.5408,1.5321,1.5157
9-Apr-03,1.5514,1.5456,1.5367,1.5208
10-Apr-03,1.5692,1.5632,1.5544,1.5384
11-Apr-03,1.5679,1.562,1.5531,1.5368
14-Apr-03,1.572,1.566,1.5572,1.5405
15-Apr-03,1.5677,1.5619,1.5531,1.5366
16-Apr-03,1.5728,1.5668,1.5581,1.5423
17-Apr-03,1.5758,1.5698,1.5612,1.5457
22-Apr-03,1.5739,1.5683,1.5597,1.5443
23-Apr-03,1.5788,1.5731,1.5642,1.5484
24-Apr-03,1.5907,1.5847,1.5759,1.56
25-Apr-03,1.5878,1.5818,1.573,1.5571
28-Apr-03,1.5872,1.5811,1.5725,1.5569
29-Apr-03,1.5873,1.5815,1.5726,1.5568
30-Apr-03,1.5949,1.5887,1.5802,1.5642
1-May-03,1.6079,1.6019,1.593,1.5767
2-May-03,1.6002,1.5944,1.5855,1.5693
6-May-03,1.6115,1.6056,1.5964,1.5801
7-May-03,1.589,1.5828,1.5741,1.5578
8-May-03,1.5971,1.5908,1.5816,1.5643
9-May-03,1.5992,1.593,1.5837,1.566
12-May-03,1.6073,1.6013,1.5918,1.5741
13-May-03,1.6049,1.5987,1.5892,1.5714
14-May-03,1.6171,1.6107,1.6013,1.583
15-May-03,1.6209,1.6146,1.6052,1.5877
16-May-03,1.6211,1.6148,1.6054,1.5878
19-May-03,1.6332,1.627,1.6175,1.5998
20-May-03,1.6319,1.6255,1.6155,1.5975
21-May-03,1.6406,1.634,1.6249,1.6079
22-May-03,1.6295,1.6233,1.6139,1.5972
23-May-03,1.6342,1.6281,1.6188,1.602
27-May-03,1.6379,1.6317,1.6224,1.6054
28-May-03,1.6304,1.6243,1.615,1.5976
29-May-03,1.6466,1.6402,1.6309,1.613
30-May-03,1.635,1.6286,1.6195,1.602
2-Jun-03,1.6301,1.6241,1.615,1.5973
3-Jun-03,1.6264,1.6203,1.6112,1.5934
4-Jun-03,1.6288,1.6222,1.6127,1.5943
5-Jun-03,1.6513,1.6444,1.6346,1.616
6-Jun-03,1.6601,1.6532,1.6434,1.6251
9-Jun-03,1.6446,1.6377,1.628,1.6103
10-Jun-03,1.6454,1.6386,1.6287,1.61
11-Jun-03,1.6642,1.657,1.6469,1.6287
12-Jun-03,1.6655,1.6582,1.6481,1.6292
13-Jun-03,1.6636,1.6562,1.646,1.6274
16-Jun-03,1.6772,1.6698,1.6595,1.6403
17-Jun-03,1.6851,1.6779,1.6676,1.6484
18-Jun-03,1.6736,1.6663,1.6561,1.6373
19-Jun-03,1.6719,1.6646,1.6545,1.6358
20-Jun-03,1.6629,1.6556,1.6457,1.6274
23-Jun-03,1.6627,1.6556,1.6452,1.6272
24-Jun-03,1.6607,1.6537,1.6434,1.6249
25-Jun-03,1.6703,1.663,1.6529,1.6342
26-Jun-03,1.6597,1.6529,1.643,1.6251
27-Jun-03,1.647,1.6402,1.6304,1.6127
30-Jun-03,1.6466,1.6401,1.6308,1.6131
1-Jul-03,1.6588,1.6522,1.6427,1.6251
2-Jul-03,1.6611,1.6545,1.6451,1.6279
3-Jul-03,1.6686,1.6618,1.6521,1.6338
4-Jul-03,1.6642,1.6575,1.6479,1.63
7-Jul-03,1.6465,1.6401,1.6307,1.613
8-Jul-03,1.6321,1.6256,1.616,1.5985
9-Jul-03,1.6264,1.6196,1.6105,1.5934
10-Jul-03,1.6257,1.6194,1.6104,1.5938
11-Jul-03,1.6284,1.6222,1.6131,1.5966
14-Jul-03,1.6218,1.6157,1.6067,1.5903
15-Jul-03,1.599,1.593,1.5839,1.5679
16-Jul-03,1.5924,1.5862,1.5774,1.5618
17-Jul-03,1.5868,1.5808,1.5721,1.5564
18-Jul-03,1.5807,1.5747,1.5661,1.5504
21-Jul-03,1.5934,1.5876,1.5789,1.5629
22-Jul-03,1.5971,1.5913,1.5823,1.5663
23-Jul-03,1.6062,1.6001,1.5913,1.5751
24-Jul-03,1.61,1.6037,1.5946,1.5775
25-Jul-03,1.6192,1.613,1.6038,1.5861
28-Jul-03,1.6221,1.6157,1.6064,1.5888
29-Jul-03,1.6228,1.6163,1.6073,1.5898
30-Jul-03,1.6139,1.6076,1.5985,1.581
31-Jul-03,1.6043,1.5981,1.5891,1.5717
1-Aug-03,1.605,1.5988,1.5894,1.5711
4-Aug-03,1.6069,1.6009,1.5914,1.5732
5-Aug-03,1.6043,1.5982,1.5885,1.5701
6-Aug-03,1.6089,1.6025,1.5931,1.5749
7-Aug-03,1.6142,1.6078,1.5985,1.5802
8-Aug-03,1.6065,1.6002,1.5907,1.5723
11-Aug-03,1.5994,1.5933,1.5837,1.565
12-Aug-03,1.5991,1.5929,1.5829,1.5641
13-Aug-03,1.6055,1.599,1.5893,1.5706
14-Aug-03,1.5971,1.5909,1.5813,1.5625
15-Aug-03,1.5907,1.5845,1.575,1.5563
18-Aug-03,1.5874,1.5814,1.5719,1.5534
19-Aug-03,1.5813,1.5752,1.5654,1.547
20-Aug-03,1.5893,1.5829,1.5733,1.5543
21-Aug-03,1.5787,1.5724,1.5627,1.5438
22-Aug-03,1.5699,1.5637,1.5542,1.5357
26-Aug-03,1.5678,1.5616,1.5522,1.5336
27-Aug-03,1.5694,1.5633,1.5538,1.5351
28-Aug-03,1.5754,1.5689,1.5591,1.54
29-Aug-03,1.5783,1.5718,1.562,1.5427
1-Sep-03,1.5682,1.5617,1.5519,1.5327
2-Sep-03,1.5682,1.5619,1.552,1.5322
3-Sep-03,1.5665,1.5601,1.5501,1.5303
4-Sep-03,1.5775,1.571,1.561,1.5415
5-Sep-03,1.5824,1.5757,1.5655,1.5452
8-Sep-03,1.5832,1.5765,1.5664,1.5456
9-Sep-03,1.5853,1.5789,1.5687,1.5479
10-Sep-03,1.5868,1.5803,1.5702,1.5494
11-Sep-03,1.5917,1.585,1.5747,1.5536
12-Sep-03,1.6013,1.5945,1.5843,1.5635
15-Sep-03,1.599,1.5923,1.5821,1.5616
16-Sep-03,1.5863,1.5798,1.5695,1.5482
17-Sep-03,1.6003,1.5936,1.5829,1.5603
18-Sep-03,1.6132,1.6063,1.5957,1.5737
19-Sep-03,1.6275,1.6206,1.6098,1.5876
22-Sep-03,1.6446,1.6376,1.6267,1.6046
23-Sep-03,1.6501,1.6428,1.6324,1.6099
24-Sep-03,1.653,1.6457,1.6352,1.6132
25-Sep-03,1.6586,1.6516,1.6407,1.6189
26-Sep-03,1.6561,1.649,1.6383,1.6166
29-Sep-03,1.6563,1.6493,1.6386,1.6167
30-Sep-03,1.6577,1.6507,1.6398,1.6173
1-Oct-03,1.6642,1.6569,1.6459,1.6237
2-Oct-03,1.6665,1.6594,1.6481,1.6253
3-Oct-03,1.6638,1.6566,1.6451,1.622
6-Oct-03,1.6682,1.6612,1.6497,1.6263
7-Oct-03,1.6642,1.657,1.6451,1.6217
8-Oct-03,1.6567,1.6493,1.6378,1.6146
9-Oct-03,1.6594,1.6523,1.6409,1.6175
10-Oct-03,1.6632,1.656,1.6447,1.6213
13-Oct-03,1.6619,1.655,1.6436,1.6201
14-Oct-03,1.6634,1.6563,1.6448,1.6209
15-Oct-03,1.6645,1.6569,1.6455,1.6222
16-Oct-03,1.6777,1.6704,1.6588,1.6351
17-Oct-03,1.6685,1.6612,1.6497,1.6267
20-Oct-03,1.6725,1.6655,1.6541,1.6313
21-Oct-03,1.6732,1.666,1.6545,1.6313
22-Oct-03,1.6858,1.678,1.666,1.6419
23-Oct-03,1.6887,1.6812,1.6691,1.6446
24-Oct-03,1.694,1.6862,1.6739,1.6489
27-Oct-03,1.6926,1.6846,1.6723,1.6472
28-Oct-03,1.691,1.6828,1.6705,1.6459
29-Oct-03,1.6976,1.6894,1.6769,1.6512
30-Oct-03,1.6969,1.6888,1.6765,1.6515
31-Oct-03,1.6935,1.6855,1.6732,1.6481
3-Nov-03,1.6778,1.6698,1.6575,1.6316
4-Nov-03,1.6746,1.6669,1.6547,1.6293
5-Nov-03,1.6788,1.6707,1.6588,1.6335
6-Nov-03,1.6671,1.6591,1.647,1.6227
7-Nov-03,1.6659,1.6579,1.6459,1.6221
10-Nov-03,1.6688,1.6608,1.6489,1.6258
11-Nov-03,1.6622,1.6546,1.6428,1.6198
12-Nov-03,1.6725,1.6643,1.6529,1.6297
13-Nov-03,1.6823,1.6743,1.6622,1.6386
14-Nov-03,1.6816,1.6735,1.6613,1.6368
17-Nov-03,1.6863,1.6782,1.6658,1.6411
18-Nov-03,1.6953,1.6875,1.6751,1.6504
19-Nov-03,1.6956,1.6874,1.6754,1.6509
20-Nov-03,1.7003,1.6922,1.6799,1.6555
21-Nov-03,1.7002,1.6926,1.6802,1.6553
24-Nov-03,1.6914,1.6836,1.6713,1.6465
25-Nov-03,1.6931,1.6854,1.6728,1.6474
26-Nov-03,1.705,1.6972,1.6846,1.6592
27-Nov-03,1.7104,1.7024,1.6896,1.6648
28-Nov-03,1.7163,1.7082,1.6954,1.6709
1-Dec-03,1.7178,1.71,1.6972,1.673
2-Dec-03,1.7249,1.717,1.7042,1.6798
3-Dec-03,1.7242,1.7162,1.7032,1.6795
4-Dec-03,1.7159,1.7079,1.6953,1.6719
5-Dec-03,1.7219,1.7139,1.7011,1.6768
8-Dec-03,1.7285,1.7207,1.7078,1.6838
9-Dec-03,1.7376,1.7296,1.7166,1.6916
10-Dec-03,1.7423,1.7341,1.721,1.6968
11-Dec-03,1.7377,1.7295,1.7165,1.692
12-Dec-03,1.742,1.7338,1.7208,1.6959
15-Dec-03,1.7422,1.7344,1.7215,1.697
16-Dec-03,1.7455,1.7376,1.7249,1.7009
17-Dec-03,1.7576,1.7495,1.7364,1.7124
18-Dec-03,1.7632,1.7549,1.742,1.7182
19-Dec-03,1.7582,1.75,1.737,1.7129
22-Dec-03,1.7573,1.7493,1.7364,1.7121
23-Dec-03,1.7617,1.7534,1.7405,1.717
24-Dec-03,1.7696,1.7613,1.7483,1.7242
29-Dec-03,1.767,1.7585,1.7457,1.7212
30-Dec-03,1.7761,1.7677,1.7547,1.7294
31-Dec-03,1.7862,1.7778,1.7647,1.7402
2-Jan-04,1.7844,1.7759,1.7629,1.7381
5-Jan-04,1.8021,1.7938,1.7803,1.7552
6-Jan-04,1.8176,1.8091,1.7955,1.7694
7-Jan-04,1.8164,1.8071,1.7941,1.7678
8-Jan-04,1.8245,1.8156,1.8021,1.7763
9-Jan-04,1.8424,1.8337,1.8201,1.794
12-Jan-04,1.8457,1.8373,1.8237,1.7975
13-Jan-04,1.8449,1.8364,1.8228,1.7964
14-Jan-04,1.8339,1.8252,1.8117,1.7852
15-Jan-04,1.8179,1.8091,1.7956,1.7694
16-Jan-04,1.7971,1.7885,1.7752,1.7495
19-Jan-04,1.7809,1.7726,1.7594,1.7341
20-Jan-04,1.8128,1.8042,1.7907,1.7643
21-Jan-04,1.8272,1.8184,1.8048,1.7783
22-Jan-04,1.8388,1.8299,1.8162,1.7894
23-Jan-04,1.8285,1.8194,1.8054,1.7776
26-Jan-04,1.8159,1.8067,1.7928,1.7652
27-Jan-04,1.8164,1.8071,1.7931,1.7656
28-Jan-04,1.8268,1.8173,1.8033,1.7753
29-Jan-04,1.8093,1.7998,1.7863,1.7602
30-Jan-04,1.8162,1.8069,1.7931,1.7668
2-Feb-04,1.8149,1.8058,1.7918,1.7652
3-Feb-04,1.8334,1.8241,1.8099,1.783
4-Feb-04,1.824,1.815,1.8009,1.7742
5-Feb-04,1.8349,1.8255,1.8114,1.7845
6-Feb-04,1.8431,1.8338,1.8195,1.7926
9-Feb-04,1.8529,1.8435,1.8294,1.8029
10-Feb-04,1.8598,1.8505,1.8362,1.8095
11-Feb-04,1.8629,1.8538,1.8395,1.8129
12-Feb-04,1.8869,1.8774,1.8628,1.8355
13-Feb-04,1.8833,1.8738,1.8592,1.8321
16-Feb-04,1.8852,1.8757,1.8613,1.834
17-Feb-04,1.8971,1.8875,1.8728,1.845
18-Feb-04,1.9003,1.891,1.8763,1.8482
19-Feb-04,1.8853,1.8756,1.8609,1.8329
20-Feb-04,1.8654,1.8559,1.8412,1.8133
23-Feb-04,1.8629,1.8534,1.8386,1.8107
24-Feb-04,1.8816,1.872,1.8572,1.8286
25-Feb-04,1.8769,1.8677,1.8524,1.825
26-Feb-04,1.8542,1.8445,1.8298,1.8024
27-Feb-04,1.8511,1.8415,1.8268,1.7995
1-Mar-04,1.8639,1.8545,1.8394,1.8108
2-Mar-04,1.843,1.8335,1.8182,1.7906
3-Mar-04,1.8193,1.8094,1.7947,1.7673
4-Mar-04,1.8174,1.8079,1.7932,1.7656
5-Mar-04,1.8429,1.8337,1.8187,1.7901
8-Mar-04,1.8395,1.8301,1.8149,1.786
9-Mar-04,1.8333,1.8238,1.8085,1.7804
10-Mar-04,1.7968,1.7871,1.7725,1.7445
11-Mar-04,1.7943,1.7848,1.7701,1.7427
12-Mar-04,1.7881,1.7786,1.7641,1.7369
15-Mar-04,1.7894,1.7801,1.7655,1.7384
16-Mar-04,1.8133,1.8038,1.7888,1.7619
17-Mar-04,1.8062,1.7963,1.7816,1.7534
18-Mar-04,1.8285,1.8188,1.8037,1.7752
19-Mar-04,1.8301,1.8203,1.805,1.7761
22-Mar-04,1.8424,1.8329,1.8175,1.7881
23-Mar-04,1.8426,1.8328,1.817,1.7873
24-Mar-04,1.8307,1.8204,1.8053,1.7758
25-Mar-04,1.8069,1.7971,1.782,1.7535
26-Mar-04,1.8065,1.7966,1.7815,1.7531
29-Mar-04,1.8139,1.804,1.7886,1.7598
30-Mar-04,1.8219,1.8124,1.797,1.7678
31-Mar-04,1.833,1.8233,1.8074,1.7783
1-Apr-04,1.8529,1.8426,1.8271,1.7977
2-Apr-04,1.8274,1.8173,1.802,1.7739
5-Apr-04,1.8111,1.8012,1.7861,1.7584
6-Apr-04,1.8274,1.8177,1.8024,1.7743
7-Apr-04,1.8375,1.8275,1.8121,1.7836
8-Apr-04,1.8305,1.8205,1.8054,1.778
13-Apr-04,1.8095,1.7999,1.7851,1.7581
14-Apr-04,1.7819,1.7724,1.7578,1.7321
15-Apr-04,1.7766,1.767,1.7528,1.7272
16-Apr-04,1.799,1.7893,1.7748,1.7483
19-Apr-04,1.8045,1.7947,1.7801,1.7537
20-Apr-04,1.7886,1.7792,1.7649,1.7393
21-Apr-04,1.7681,1.7587,1.7446,1.7201
22-Apr-04,1.7634,1.754,1.7402,1.7162
23-Apr-04,1.7621,1.7526,1.739,1.7156
26-Apr-04,1.782,1.7724,1.7586,1.7346
27-Apr-04,1.7853,1.7755,1.7615,1.7373
28-Apr-04,1.7702,1.7603,1.7466,1.7225
29-Apr-04,1.7717,1.7621,1.7484,1.7251
30-Apr-04,1.7684,1.7591,1.7454,1.7221
4-May-04,1.7896,1.7801,1.766,1.7432
5-May-04,1.7842,1.7743,1.7606,1.7374
6-May-04,1.7895,1.7799,1.7662,1.7432
7-May-04,1.7816,1.7722,1.759,1.7375
10-May-04,1.7716,1.7626,1.7496,1.7277
11-May-04,1.7509,1.7418,1.7288,1.7079
12-May-04,1.7703,1.7607,1.7478,1.726
13-May-04,1.7585,1.7493,1.7362,1.7144
14-May-04,1.755,1.7459,1.7328,1.7109
17-May-04,1.7624,1.7534,1.7402,1.7176
18-May-04,1.7649,1.7558,1.7424,1.7202
19-May-04,1.7777,1.7678,1.7544,1.7314
20-May-04,1.7666,1.7571,1.7434,1.7203
21-May-04,1.7856,1.7759,1.7619,1.7384
24-May-04,1.7861,1.7768,1.7629,1.7396
25-May-04,1.8055,1.7959,1.7816,1.7583
26-May-04,1.809,1.7991,1.7853,1.7614
27-May-04,1.8303,1.8203,1.806,1.7811
28-May-04,1.8286,1.8185,1.8043,1.7794
1-Jun-04,1.8319,1.8223,1.8081,1.7836
2-Jun-04,1.8377,1.8273,1.8133,1.7888
3-Jun-04,1.837,1.827,1.8129,1.7886
4-Jun-04,1.8319,1.8219,1.808,1.7842
7-Jun-04,1.8311,1.8211,1.8072,1.7834
8-Jun-04,1.8301,1.8204,1.8065,1.7828
9-Jun-04,1.8231,1.8129,1.7992,1.7759
10-Jun-04,1.8251,1.8152,1.8017,1.7791
11-Jun-04,1.8127,1.8031,1.79,1.7684
14-Jun-04,1.8126,1.803,1.7899,1.7679
15-Jun-04,1.8138,1.8044,1.791,1.7686
16-Jun-04,1.8227,1.8126,1.7992,1.7768
17-Jun-04,1.8281,1.8182,1.8046,1.782
18-Jun-04,1.8337,1.8236,1.8101,1.7873
21-Jun-04,1.8247,1.8147,1.8013,1.7789
22-Jun-04,1.8152,1.8057,1.7923,1.7703
23-Jun-04,1.8143,1.8043,1.791,1.77
24-Jun-04,1.8161,1.8063,1.793,1.7712
25-Jun-04,1.8163,1.8065,1.7933,1.7717
28-Jun-04,1.824,1.8142,1.8011,1.7801
29-Jun-04,1.8027,1.7934,1.7801,1.7599
30-Jun-04,1.8088,1.7991,1.7862,1.7654
1-Jul-04,1.8102,1.8007,1.7876,1.7661
2-Jul-04,1.8223,1.8126,1.7991,1.7759
5-Jul-04,1.8228,1.8135,1.7999,1.7767
6-Jul-04,1.8347,1.8252,1.8112,1.7883
7-Jul-04,1.8492,1.8389,1.8254,1.8017
8-Jul-04,1.8529,1.8431,1.8293,1.806
9-Jul-04,1.8486,1.8389,1.8251,1.8016
12-Jul-04,1.8583,1.8489,1.835,1.8112
13-Jul-04,1.8514,1.8419,1.8277,1.8047
14-Jul-04,1.8514,1.8414,1.8279,1.8047
15-Jul-04,1.8482,1.8386,1.825,1.8021
16-Jul-04,1.8679,1.8582,1.8447,1.8219
19-Jul-04,1.8655,1.8561,1.8427,1.8199
20-Jul-04,1.8487,1.8392,1.8257,1.8037
21-Jul-04,1.8311,1.8213,1.8085,1.7872
22-Jul-04,1.8422,1.8326,1.8192,1.7969
23-Jul-04,1.8279,1.8182,1.8048,1.7826
26-Jul-04,1.8354,1.8261,1.8128,1.7907
27-Jul-04,1.8193,1.81,1.7966,1.7754
28-Jul-04,1.8178,1.8086,1.7952,1.774
29-Jul-04,1.8111,1.8015,1.7884,1.7666
30-Jul-04,1.8137,1.8041,1.7907,1.7682
2-Aug-04,1.8208,1.8117,1.7982,1.7752
3-Aug-04,1.8181,1.8083,1.7943,1.7717
4-Aug-04,1.8192,1.8094,1.796,1.7728
5-Aug-04,1.8172,1.8076,1.7944,1.7721
6-Aug-04,1.8391,1.8292,1.8154,1.7914
9-Aug-04,1.834,1.8243,1.8107,1.7867
10-Aug-04,1.8339,1.8243,1.8103,1.7868
11-Aug-04,1.8231,1.8132,1.7999,1.7768
12-Aug-04,1.8168,1.8074,1.7941,1.7715
13-Aug-04,1.8376,1.8279,1.8145,1.7911
16-Aug-04,1.835,1.8258,1.8123,1.7892
17-Aug-04,1.8231,1.8137,1.7999,1.7771
18-Aug-04,1.8177,1.808,1.7947,1.7716
19-Aug-04,1.8273,1.818,1.8046,1.7814
20-Aug-04,1.8164,1.807,1.7938,1.7711
23-Aug-04,1.8095,1.8004,1.7874,1.7645
24-Aug-04,1.7908,1.7818,1.7686,1.7471
25-Aug-04,1.7946,1.7852,1.7723,1.7497
26-Aug-04,1.7902,1.781,1.7683,1.7454
27-Aug-04,1.7898,1.7807,1.7681,1.7454
31-Aug-04,1.7943,1.7855,1.773,1.7501
1-Sep-04,1.7889,1.78,1.7675,1.7448
2-Sep-04,1.7849,1.7759,1.7635,1.7417
3-Sep-04,1.7715,1.7627,1.7508,1.7295
6-Sep-04,1.7752,1.7665,1.7547,1.7339
7-Sep-04,1.7673,1.759,1.7472,1.7262
8-Sep-04,1.7782,1.7697,1.7578,1.7364
9-Sep-04,1.7791,1.7703,1.7581,1.7366
10-Sep-04,1.7964,1.7876,1.7753,1.7533
13-Sep-04,1.7912,1.7824,1.7702,1.7482
14-Sep-04,1.7954,1.7868,1.7745,1.7525
15-Sep-04,1.7716,1.763,1.7509,1.7285
16-Sep-04,1.7851,1.7763,1.7638,1.741
17-Sep-04,1.7865,1.7777,1.7654,1.7425
20-Sep-04,1.7787,1.77,1.7577,1.7347
21-Sep-04,1.7878,1.7794,1.7673,1.7449
22-Sep-04,1.788,1.7796,1.7678,1.746
23-Sep-04,1.7948,1.786,1.7741,1.7518
24-Sep-04,1.7983,1.7896,1.7779,1.757
27-Sep-04,1.8022,1.7937,1.782,1.7609
28-Sep-04,1.8075,1.7987,1.7869,1.766
29-Sep-04,1.7952,1.7865,1.7755,1.7554
30-Sep-04,1.805,1.7967,1.7854,1.7655
1-Oct-04,1.7917,1.7835,1.7722,1.7524
4-Oct-04,1.7785,1.7706,1.7594,1.7398
5-Oct-04,1.7772,1.7692,1.758,1.7384
6-Oct-04,1.7753,1.767,1.7562,1.7365
7-Oct-04,1.7775,1.7695,1.7586,1.7398
8-Oct-04,1.7899,1.7819,1.7706,1.7509
11-Oct-04,1.791,1.7832,1.7719,1.7521
12-Oct-04,1.7825,1.7746,1.7633,1.7431
13-Oct-04,1.7833,1.775,1.7642,1.7442
14-Oct-04,1.7913,1.7833,1.772,1.7516
15-Oct-04,1.801,1.793,1.7816,1.7614
18-Oct-04,1.7961,1.7883,1.7771,1.757
19-Oct-04,1.7998,1.792,1.7808,1.761
20-Oct-04,1.8088,1.8006,1.7896,1.7697
21-Oct-04,1.8231,1.8151,1.8038,1.7836
22-Oct-04,1.8221,1.8141,1.803,1.7833
25-Oct-04,1.8341,1.8264,1.8151,1.7951
26-Oct-04,1.8329,1.825,1.8138,1.794
27-Oct-04,1.8327,1.8246,1.8137,1.7938
28-Oct-04,1.8257,1.8176,1.8066,1.7873
29-Oct-04,1.8283,1.8202,1.8093,1.7902
1-Nov-04,1.8291,1.821,1.8103,1.7914
2-Nov-04,1.8332,1.8254,1.8146,1.7949
3-Nov-04,1.8436,1.8355,1.8249,1.8052
4-Nov-04,1.8384,1.8305,1.8196,1.8
5-Nov-04,1.8443,1.8364,1.8263,1.808
8-Nov-04,1.8533,1.8456,1.8353,1.8172
9-Nov-04,1.8524,1.8446,1.8346,1.8165
10-Nov-04,1.8417,1.834,1.8244,1.8075
11-Nov-04,1.8381,1.8305,1.8206,1.8046
12-Nov-04,1.8459,1.8383,1.8287,1.8126
15-Nov-04,1.8455,1.8379,1.8284,1.813
16-Nov-04,1.849,1.8417,1.8323,1.8172
17-Nov-04,1.852,1.8443,1.8351,1.8193
18-Nov-04,1.8471,1.8398,1.8302,1.8144
19-Nov-04,1.8544,1.847,1.8378,1.8225
22-Nov-04,1.8537,1.8463,1.8372,1.8223
23-Nov-04,1.8666,1.8594,1.8505,1.8359
24-Nov-04,1.8762,1.869,1.8601,1.8456
25-Nov-04,1.8849,1.8777,1.8684,1.855
26-Nov-04,1.8895,1.8826,1.8734,1.8602
29-Nov-04,1.8898,1.8832,1.8742,1.8614
30-Nov-04,1.9077,1.9009,1.8916,1.8779
1-Dec-04,1.9242,1.9171,1.9077,1.893
2-Dec-04,1.9204,1.9132,1.904,1.8898
3-Dec-04,1.9333,1.9261,1.9164,1.901
6-Dec-04,1.9365,1.9296,1.9201,1.9052
7-Dec-04,1.9379,1.9309,1.9215,1.9069
8-Dec-04,1.9232,1.9161,1.9067,1.8919
9-Dec-04,1.9126,1.9055,1.8963,1.8817
10-Dec-04,1.9098,1.9029,1.8937,1.8792
13-Dec-04,1.9165,1.91,1.901,1.8872
14-Dec-04,1.9191,1.9124,1.9034,1.8895
15-Dec-04,1.9401,1.9333,1.9241,1.9099
16-Dec-04,1.93,1.923,1.9139,1.8993
17-Dec-04,1.9317,1.9247,1.9155,1.9012
20-Dec-04,1.945,1.9383,1.929,1.9147
21-Dec-04,1.922,1.9152,1.9061,1.8924
22-Dec-04,1.9088,1.902,1.8932,1.8801
23-Dec-04,1.915,1.9086,1.8999,1.8874
24-Dec-04,1.9223,1.9158,1.9071,1.8945
29-Dec-04,1.9118,1.9051,1.8966,1.8838
30-Dec-04,1.9175,1.9109,1.9023,1.8898
31-Dec-04,1.9158,1.9094,1.9009,1.888
4-Jan-05,1.8793,1.873,1.8648,1.8526
5-Jan-05,1.8843,1.8779,1.8698,1.8581
6-Jan-05,1.8716,1.8652,1.8573,1.8457
7-Jan-05,1.8643,1.858,1.8501,1.8388
10-Jan-05,1.8709,1.8648,1.857,1.8458
11-Jan-05,1.8732,1.867,1.8593,1.8485
12-Jan-05,1.8895,1.8832,1.8754,1.8643
13-Jan-05,1.8769,1.8707,1.8631,1.8521
14-Jan-05,1.8648,1.8587,1.8513,1.8409
17-Jan-05,1.8554,1.8497,1.8424,1.8322
18-Jan-05,1.8631,1.8572,1.8496,1.8384
19-Jan-05,1.8732,1.8672,1.8595,1.848
20-Jan-05,1.867,1.8608,1.8532,1.8413
21-Jan-05,1.8658,1.8598,1.8521,1.8401
24-Jan-05,1.8719,1.8661,1.8584,1.8463
25-Jan-05,1.8611,1.8552,1.8476,1.8358
26-Jan-05,1.878,1.8719,1.8642,1.852
27-Jan-05,1.8832,1.8771,1.8694,1.857
28-Jan-05,1.8798,1.8733,1.8657,1.8536
31-Jan-05,1.8828,1.8764,1.8687,1.8567
1-Feb-05,1.8768,1.8706,1.8629,1.8509
2-Feb-05,1.8817,1.8755,1.8678,1.8559
3-Feb-05,1.8763,1.87,1.8625,1.851
4-Feb-05,1.8827,1.8765,1.8688,1.857
7-Feb-05,1.8626,1.8566,1.849,1.8374
8-Feb-05,1.853,1.847,1.8393,1.8276
9-Feb-05,1.8547,1.8487,1.8408,1.8282
10-Feb-05,1.8681,1.8619,1.8542,1.8417
11-Feb-05,1.8623,1.8562,1.8484,1.8358
14-Feb-05,1.8838,1.8777,1.8698,1.8575
15-Feb-05,1.8841,1.878,1.8702,1.8579
16-Feb-05,1.8755,1.8695,1.862,1.8503
17-Feb-05,1.8875,1.8815,1.8741,1.8625
18-Feb-05,1.8913,1.8853,1.8779,1.8665
21-Feb-05,1.8939,1.888,1.8805,1.869
22-Feb-05,1.9026,1.8966,1.8888,1.8767
23-Feb-05,1.9025,1.8968,1.8889,1.8762
24-Feb-05,1.9043,1.8982,1.8903,1.8782
25-Feb-05,1.9119,1.9058,1.898,1.8864
28-Feb-05,1.9221,1.9162,1.9084,1.8968
1-Mar-05,1.9164,1.9103,1.9023,1.8911
2-Mar-05,1.9068,1.9005,1.8926,1.8807
3-Mar-05,1.9051,1.899,1.8912,1.8794
4-Mar-05,1.9225,1.9164,1.9085,1.897
7-Mar-05,1.9104,1.9045,1.8968,1.8852
8-Mar-05,1.9277,1.9217,1.9137,1.9025
9-Mar-05,1.9179,1.9117,1.904,1.8929
10-Mar-05,1.9204,1.9144,1.9067,1.8959
11-Mar-05,1.9238,1.9178,1.9103,1.8998
14-Mar-05,1.9085,1.9029,1.8955,1.8855
15-Mar-05,1.9124,1.9067,1.8993,1.8896
16-Mar-05,1.9252,1.9192,1.912,1.9019
17-Mar-05,1.9205,1.9147,1.9076,1.8978
18-Mar-05,1.9124,1.9066,1.8995,1.89
21-Mar-05,1.8929,1.8874,1.8805,1.8711
22-Mar-05,1.896,1.8905,1.8836,1.8746
23-Mar-05,1.8706,1.8652,1.8589,1.8514
