"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
1982-02-18,1.37164,,,,,,,,,,0.612812,,268.432,,,,,,1.129290,
1982-02-19,1.38322,,,,,,,,,,0.611726,,265.777,,,,,,1.136770,
1982-02-20,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-02-21,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-02-22,1.38277,,,,,,,,,,0.613958,,261.863,,,,,,1.137050,
1982-02-23,1.38358,,,,,,,,,,0.616162,,262.616,,,,,,1.133430,
1982-02-24,1.38237,,,,,,,,,,0.619261,,265.575,,,,,,1.133000,
1982-02-25,1.37960,,,,,,,,,,0.618407,,266.341,,,,,,1.129520,
1982-02-26,1.38562,,,,,,,,,,0.620637,,267.073,,,,,,1.126890,
1982-02-27,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-02-28,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-01,1.38398,,,,,,,,,,0.618426,,270.485,,,,,,1.127020,
1982-03-02,1.38255,,,,,,,,,,0.618996,,268.228,,,,,,1.128430,
1982-03-03,1.38376,,,,,,,,,,0.620590,,266.673,,,,,,1.129970,
1982-03-04,1.37749,,,,,,,,,,0.618866,,268.200,,,,,,1.127400,
1982-03-05,1.37520,,,,,,,,,,0.616776,,266.054,,,,,,1.134560,
1982-03-06,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-07,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-08,1.37795,,,,,,,,,,0.620722,,265.392,,,,,,1.135610,
1982-03-09,1.36970,,,,,,,,,,0.624443,,266.889,,,,,,1.129930,
1982-03-10,1.36913,,,,,,,,,,0.623254,,268.904,,,,,,1.128900,
1982-03-11,1.36753,,,,,,,,,,0.623350,,268.292,,,,,,1.128700,
1982-03-12,1.36697,,,,,,,,,,0.624091,,268.940,,,,,,1.124800,
1982-03-13,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-14,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-15,1.37225,,,,,,,,,,0.623486,,269.492,,,,,,1.126640,
1982-03-16,1.36623,,,,,,,,,,0.621279,,270.057,,,,,,1.122900,
1982-03-17,1.36549,,,,,,,,,,0.621552,,272.131,,,,,,1.123580,
1982-03-18,1.36463,,,,,,,,,,0.620475,,271.331,,,,,,1.123060,
1982-03-19,1.36610,,,,,,,,,,0.621193,,272.124,,,,,,1.119390,
1982-03-20,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-21,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-22,1.36450,,,,,,,,,,0.620100,,.,No value available,,,,,1.118350,
1982-03-23,1.36288,,,,,,,,,,0.619438,,274.475,,,,,,1.116660,
1982-03-24,1.37182,,,,,,,,,,0.620097,,272.503,,,,,,1.120950,
1982-03-25,1.37081,,,,,,,,,,0.619733,,273.066,,,,,,1.117750,
1982-03-26,1.36829,,,,,,,,,,0.623266,,273.301,,,,,,1.114150,
1982-03-27,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-28,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-03-29,1.37118,,,,,,,,,,0.623361,,274.559,,,,,,1.112700,
1982-03-30,1.36681,,,,,,,,,,0.624909,,275.010,,,,,,1.113400,
1982-03-31,1.36943,,,,,,,,,,0.624735,,274.377,,,,,,1.113090,
1982-04-01,1.36588,,,,,,,,,,0.623686,,275.759,,,,,,1.113280,
1982-04-02,1.36729,,,,,,,,,,0.623037,,275.054,,,,,,1.115610,
1982-04-03,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-04,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-05,1.36404,,,,,,,,,,0.626800,,275.188,,,,,,1.112320,
1982-04-06,1.36382,,,,,,,,,,0.632642,,276.272,,,,,,1.109970,
1982-04-07,1.37097,,,,,,,,,,0.632248,,275.329,,,,,,1.112440,
1982-04-08,1.36678,,,,,,,,,,0.631521,,274.022,,,,,,1.108950,
1982-04-09,.,No value available,,,,,,,,,.,No value available,275.271,,,,,,1.109070,
1982-04-10,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-11,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-12,1.36611,,,,,,,,,,.,No value available,275.221,,,,,,1.110210,
1982-04-13,1.35937,,,,,,,,,,0.630450,,273.818,,,,,,1.110600,
1982-04-14,1.36029,,,,,,,,,,0.629446,,274.226,,,,,,1.111350,
1982-04-15,1.35517,,,,,,,,,,0.630276,,274.517,,,,,,1.109160,
1982-04-16,1.35259,,,,,,,,,,0.631300,,275.296,,,,,,1.108500,
1982-04-17,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-18,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-19,1.35380,,,,,,,,,,0.631431,,274.338,,,,,,1.111130,
1982-04-20,1.36460,,,,,,,,,,0.630644,,272.697,,,,,,1.116240,
1982-04-21,1.36514,,,,,,,,,,0.630374,,272.045,,,,,,1.116770,
1982-04-22,1.36726,,,,,,,,,,0.629084,,271.598,,,,,,1.116310,
1982-04-23,1.36578,,,,,,,,,,0.630006,,271.571,,,,,,1.115740,
1982-04-24,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-25,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-04-26,1.37154,,,,,,,,,,0.634543,,268.989,,,,,,1.122190,
1982-04-27,1.37409,,,,,,,,,,0.631187,,267.461,,,,,,1.121430,
1982-04-28,1.37996,,,,,,,,,,0.632059,,266.636,,,,,,1.125760,
1982-04-29,1.37522,,,,,,,,,,0.631461,,.,No value available,,,,,1.125200,
1982-04-30,1.37729,,,,,,,,,,0.631630,,265.585,,,,,,1.129670,
1982-05-01,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-02,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-03,1.38494,,,,,,,,,,.,No value available,.,No value available,,,,,1.131120,
1982-05-04,1.38610,,,,,,,,,,0.625382,,268.361,,,,,,1.129940,
1982-05-05,1.38500,,,,,,,,,,0.628307,,.,No value available,,,,,1.132460,
1982-05-06,1.38930,,,,,,,,,,0.624396,,265.528,,,,,,1.137650,
1982-05-07,1.39449,,,,,,,,,,0.624092,,265.073,,,,,,1.140590,
1982-05-08,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-09,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-10,1.39887,,,,,,,,,,0.622392,,265.935,,,,,,1.141840,
1982-05-11,1.40708,,,,,,,,,,0.622656,,267.617,,,,,,1.142200,
1982-05-12,1.41807,,,,,,,,,,0.620646,,265.445,,,,,,1.144160,
1982-05-13,1.41141,,,,,,,,,,0.620958,,267.331,,,,,,1.139520,
1982-05-14,1.40517,,,,,,,,,,0.623715,,267.938,,,,,,1.134850,
1982-05-15,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-16,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-17,1.41111,,,,,,,,,,0.623889,,266.619,,,,,,1.138910,
1982-05-18,1.40256,,,,,,,,,,0.627237,,268.761,,,,,,1.132100,
1982-05-19,1.39988,,,,,,,,,,0.628861,,268.725,,,,,,1.131950,
1982-05-20,1.39252,,,,,,,,,,0.633135,,270.481,,,,,,1.129830,
1982-05-21,1.40147,,,,,,,,,,0.631166,,268.201,,,,,,1.134520,
1982-05-22,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-23,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-24,.,No value available,,,,,,,,,0.629190,,269.852,,,,,,1.135500,
1982-05-25,1.40299,,,,,,,,,,0.627599,,270.643,,,,,,1.133820,
1982-05-26,1.40007,,,,,,,,,,0.628595,,271.364,,,,,,1.132100,
1982-05-27,1.40066,,,,,,,,,,0.627089,,272.037,,,,,,1.127380,
1982-05-28,1.39861,,,,,,,,,,0.627638,,272.482,,,,,,1.124100,
1982-05-29,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-30,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-05-31,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-01,1.39938,,,,,,,,,,0.627781,,272.481,,,,,,1.120400,
1982-06-02,1.39064,,,,,,,,,,0.626154,,272.902,,,,,,1.116620,
1982-06-03,1.39268,,,,,,,,,,0.625049,,272.532,,,,,,1.120150,
1982-06-04,1.40258,,,,,,,,,,0.624882,,274.139,,,,,,1.122600,
1982-06-05,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-06,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-07,1.40155,,,,,,,,,,0.624771,,275.100,,,,,,1.117840,
1982-06-08,1.40636,,,,,,,,,,0.623704,,274.456,,,,,,1.117490,
1982-06-09,1.40376,,,,,,,,,,0.626277,,275.155,,,,,,1.110390,
1982-06-10,1.39970,,,,,,,,,,0.625750,,275.633,,,,,,1.110080,
1982-06-11,1.40613,,,,,,,,,,0.627846,,275.341,,,,,,1.114740,
1982-06-12,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-13,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-14,1.40226,,,,,,,,,,0.624284,,274.957,,,,,,1.103360,
1982-06-15,1.40326,,,,,,,,,,0.623805,,276.010,,,,,,1.100080,
1982-06-16,1.40873,,,,,,,,,,0.625204,,276.080,,,,,,1.098170,
1982-06-17,1.41082,,,,,,,,,,0.626606,,278.487,,,,,,1.094680,
1982-06-18,1.41153,,,,,,,,,,0.629461,,280.318,,,,,,1.092430,
1982-06-19,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-20,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-21,1.41112,,,,,,,,,,0.632196,,279.185,,,,,,1.085480,
1982-06-22,1.41639,,,,,,,,,,0.628117,,279.370,,,,,,1.091290,
1982-06-23,1.41238,,,,,,,,,,0.630359,,278.149,,,,,,1.087370,
1982-06-24,1.40444,,,,,,,,,,0.629249,,277.480,,,,,,1.092440,
1982-06-25,1.39836,,,,,,,,,,0.631002,,279.063,,,,,,1.086270,
1982-06-26,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-27,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-06-28,1.40867,,,,,,,,,,0.632843,,280.692,,,,,,1.085010,
1982-06-29,1.41409,,,,,,,,,,0.629867,,280.750,,,,,,1.088600,
1982-06-30,1.41227,,,,,,,,,,0.628338,,277.429,,,,,,1.092240,
1982-07-01,.,No value available,,,,,,,,,0.629517,,280.472,,,,,,1.091330,
1982-07-02,1.40405,,,,,,,,,,0.628644,,278.692,,,,,,1.091200,
1982-07-03,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-04,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-05,1.40481,,,,,,,,,,0.628249,,278.588,,,,,,1.089510,
1982-07-06,1.40451,,,,,,,,,,0.630290,,279.206,,,,,,1.087250,
1982-07-07,1.40242,,,,,,,,,,0.632573,,280.052,,,,,,1.081700,
1982-07-08,1.39790,,,,,,,,,,0.632526,,280.327,,,,,,1.083390,
1982-07-09,1.38734,,,,,,,,,,0.631299,,278.706,,,,,,1.086150,
1982-07-10,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-11,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-12,1.38885,,,,,,,,,,0.629183,,276.875,,,,,,1.092640,
1982-07-13,1.38815,,,,,,,,,,0.628820,,278.349,,,,,,1.089430,
1982-07-14,1.38082,,,,,,,,,,0.629652,,279.575,,,,,,1.086150,
1982-07-15,1.37522,,,,,,,,,,0.629999,,278.215,,,,,,1.085930,
1982-07-16,1.37116,,,,,,,,,,0.632520,,278.324,,,,,,1.085720,
1982-07-17,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-18,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-19,1.37669,,,,,,,,,,0.626923,,276.474,,,,,,1.092350,
1982-07-20,1.37140,,,,,,,,,,0.628090,,278.581,,,,,,1.091620,
1982-07-21,1.37341,,,,,,,,,,0.628498,,278.079,,,,,,1.095660,
1982-07-22,1.38204,,,,,,,,,,0.628228,,277.198,,,,,,1.096510,
1982-07-23,1.38688,,,,,,,,,,0.626384,,277.255,,,,,,1.103940,
1982-07-24,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-25,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-07-26,1.39281,,,,,,,,,,0.626259,,275.860,,,,,,1.102780,
1982-07-27,1.38750,,,,,,,,,,0.625901,,277.236,,,,,,1.099270,
1982-07-28,1.38200,,,,,,,,,,0.626882,,277.024,,,,,,1.096040,
1982-07-29,1.37803,,,,,,,,,,0.628553,,279.584,,,,,,1.092550,
1982-07-30,1.37111,,,,,,,,,,0.627632,,281.211,,,,,,1.092080,
1982-07-31,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-01,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-02,.,No value available,,,,,,,,,0.625778,,280.434,,,,,,1.096300,
1982-08-03,1.37319,,,,,,,,,,0.624457,,280.065,,,,,,1.096360,
1982-08-04,1.36204,,,,,,,,,,0.627242,,280.493,,,,,,1.086760,
1982-08-05,1.35725,,,,,,,,,,0.630260,,281.758,,,,,,1.087450,
1982-08-06,1.34991,,,,,,,,,,0.632941,,280.235,,,,,,1.081570,
1982-08-07,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-08,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-09,1.35207,,,,,,,,,,0.634893,,283.235,,,,,,1.077350,
1982-08-10,1.35733,,,,,,,,,,0.633571,,283.878,,,,,,1.083090,
1982-08-11,1.35002,,,,,,,,,,0.635098,,284.328,,,,,,1.077000,
1982-08-12,1.35850,,,,,,,,,,0.635164,,283.837,,,,,,1.078000,
1982-08-13,1.35479,,,,,,,,,,0.632412,,283.682,,,,,,1.081930,
1982-08-14,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-15,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-16,1.34846,,,,,,,,,,0.634033,,282.904,,,,,,1.077730,
1982-08-17,1.33342,,,,,,,,,,0.633333,,285.549,,,,,,1.076730,
1982-08-18,1.34806,,,,,,,,,,0.628945,,284.654,,,,,,1.086880,
1982-08-19,1.34824,,,,,,,,,,0.629936,,280.847,,,,,,1.085190,
1982-08-20,1.34893,,,,,,,,,,0.626345,,278.389,,,,,,1.091720,
1982-08-21,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-22,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-23,1.34968,,,,,,,,,,0.627352,,278.228,,,,,,1.091090,
1982-08-24,1.35316,,,,,,,,,,0.625612,,279.079,,,,,,1.097010,
1982-08-25,1.35634,,,,,,,,,,0.622507,,277.491,,,,,,1.099410,
1982-08-26,1.35198,,,,,,,,,,0.624040,,276.866,,,,,,1.096500,
1982-08-27,1.35453,,,,,,,,,,0.624687,,277.813,,,,,,1.092890,
1982-08-28,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-29,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-08-30,1.34338,,,,,,,,,,.,No value available,279.181,,,,,,1.080840,
1982-08-31,1.34238,,,,,,,,,,0.629520,,283.445,,,,,,1.083090,
1982-09-01,1.33953,,,,,,,,,,0.630897,,281.589,,,,,,1.082620,
1982-09-02,1.34627,,,,,,,,,,0.627254,,281.077,,,,,,1.088600,
1982-09-03,1.35242,,,,,,,,,,0.626703,,279.473,,,,,,1.090840,
1982-09-04,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-05,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-06,.,No value available,,,,,,,,,0.629213,,280.454,,,,,,1.085770,
1982-09-07,1.34995,,,,,,,,,,0.627873,,280.541,,,,,,1.087790,
1982-09-08,1.33997,,,,,,,,,,0.628950,,278.993,,,,,,1.083680,
1982-09-09,1.33536,,,,,,,,,,0.629323,,280.216,,,,,,1.082750,
1982-09-10,1.33687,,,,,,,,,,0.629840,,280.656,,,,,,1.079860,
1982-09-11,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-12,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-13,1.33164,,,,,,,,,,0.631534,,283.114,,,,,,1.076070,
1982-09-14,1.33178,,,,,,,,,,0.630828,,283.511,,,,,,1.077580,
1982-09-15,1.33483,,,,,,,,,,0.630160,,.,No value available,,,,,1.080220,
1982-09-16,1.32934,,,,,,,,,,0.631469,,284.959,,,,,,1.077350,
1982-09-17,1.33090,,,,,,,,,,0.631562,,283.227,,,,,,1.078960,
1982-09-18,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-19,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-20,1.33126,,,,,,,,,,0.630149,,284.737,,,,,,1.080390,
1982-09-21,1.32500,,,,,,,,,,0.630436,,285.492,,,,,,1.078550,
1982-09-22,1.32701,,,,,,,,,,0.629816,,285.779,,,,,,1.080450,
1982-09-23,1.32425,,,,,,,,,,0.630336,,.,No value available,,,,,1.078820,
1982-09-24,1.32582,,,,,,,,,,0.629781,,285.673,,,,,,1.075980,
1982-09-25,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-26,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-09-27,1.32472,,,,,,,,,,0.630530,,287.111,,,,,,1.072910,
1982-09-28,1.32408,,,,,,,,,,0.631267,,288.705,,,,,,1.071260,
1982-09-29,1.32353,,,,,,,,,,0.631898,,287.537,,,,,,1.072900,
1982-09-30,1.32573,,,,,,,,,,0.633509,,288.996,,,,,,1.072340,
1982-10-01,1.32548,,,,,,,,,,0.632532,,288.983,,,,,,1.073090,
1982-10-02,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-03,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-04,1.32110,,,,,,,,,,0.633321,,290.495,,,,,,1.067210,
1982-10-05,1.32226,,,,,,,,,,0.633127,,292.579,,,,,,1.066250,
1982-10-06,1.32215,,,,,,,,,,0.631921,,293.385,,,,,,1.067630,
1982-10-07,1.32000,,,,,,,,,,0.631055,,294.581,,,,,,1.069260,
1982-10-08,1.32538,,,,,,,,,,0.629376,,289.298,,,,,,1.074660,
1982-10-09,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-10,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-11,.,No value available,,,,,,,,,0.628011,,.,No value available,,,,,1.079740,
1982-10-12,1.32190,,,,,,,,,,0.628188,,284.791,,,,,,1.079980,
1982-10-13,1.32427,,,,,,,,,,0.628731,,287.061,,,,,,1.077960,
1982-10-14,1.32246,,,,,,,,,,0.628964,,286.167,,,,,,1.076220,
1982-10-15,1.32018,,,,,,,,,,0.630200,,289.343,,,,,,1.073230,
1982-10-16,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-17,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-18,1.32108,,,,,,,,,,0.629233,,287.561,,,,,,1.075800,
1982-10-19,1.31584,,,,,,,,,,0.630032,,288.726,,,,,,1.074330,
1982-10-20,1.31725,,,,,,,,,,0.631434,,288.336,,,,,,1.072680,
1982-10-21,1.31232,,,,,,,,,,0.631143,,290.032,,,,,,1.070230,
1982-10-22,1.31336,,,,,,,,,,0.630784,,291.383,,,,,,1.071260,
1982-10-23,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-24,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-25,1.30774,,,,,,,,,,0.632421,,293.688,,,,,,1.065630,
1982-10-26,1.30952,,,,,,,,,,0.632472,,294.752,,,,,,1.067170,
1982-10-27,1.31074,,,,,,,,,,0.632563,,292.854,,,,,,1.067640,
1982-10-28,1.30721,,,,,,,,,,0.633960,,293.829,,,,,,1.065370,
1982-10-29,1.30236,,,,,,,,,,0.634857,,294.595,,,,,,1.062370,
1982-10-30,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-10-31,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-01,1.30261,,,,,,,,,,0.633887,,295.361,,,,,,1.063790,
1982-11-02,1.30285,,,,,,,,,,0.633361,,294.429,,,,,,1.066770,
1982-11-03,1.30065,,,,,,,,,,0.633877,,.,No value available,,,,,1.065230,
1982-11-04,1.29754,,,,,,,,,,0.636522,,294.380,,,,,,1.061210,
1982-11-05,.,No value available,,,,,,,,,0.637058,,294.397,,,,,,1.062040,
1982-11-06,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-07,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-08,1.29533,,,,,,,,,,0.639582,,292.996,,,,,,1.059660,
1982-11-09,1.29376,,,,,,,,,,0.640768,,291.417,,,,,,1.061240,
1982-11-10,1.30073,,,,,,,,,,0.640145,,287.406,,,,,,1.065650,
1982-11-11,.,No value available,,,,,,,,,0.642342,,286.607,,,,,,1.062690,
1982-11-12,1.30020,,,,,,,,,,0.643200,,284.940,,,,,,1.063210,
1982-11-13,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-14,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-15,1.30015,,,,,,,,,,0.651623,,285.276,,,,,,1.061690,
1982-11-16,1.30496,,,,,,,,,,0.655381,,285.120,,,,,,1.063880,
1982-11-17,1.30515,,,,,,,,,,0.666610,,280.657,,,,,,1.064910,
1982-11-18,1.30381,,,,,,,,,,0.664779,,279.966,,,,,,1.064510,
1982-11-19,1.30535,,,,,,,,,,0.661779,,277.663,,,,,,1.069170,
1982-11-20,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-21,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-22,1.31198,,,,,,,,,,0.672773,,275.226,,,,,,1.070920,
1982-11-23,1.30946,,,,,,,,,,0.670637,,.,No value available,,,,,1.067990,
1982-11-24,1.31788,,,,,,,,,,0.672745,,272.627,,,,,,1.072490,
1982-11-25,1.32918,,,,,,,,,,0.678272,,266.784,,,,,,1.075740,
1982-11-26,1.33002,,,,,,,,,,0.669308,,269.634,,,,,,1.074240,
1982-11-27,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-28,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-11-29,1.33811,,,,,,,,,,0.673098,,269.305,,,,,,1.079380,
1982-11-30,1.33559,,,,,,,,,,0.669684,,273.229,,,,,,1.079530,
1982-12-01,1.34882,,,,,,,,,,0.665599,,271.154,,,,,,1.086790,
1982-12-02,1.34592,,,,,,,,,,0.667237,,271.549,,,,,,1.084460,
1982-12-03,1.34694,,,,,,,,,,0.665256,,269.649,,,,,,1.089490,
1982-12-04,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-05,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-06,1.35679,,,,,,,,,,0.670312,,269.762,,,,,,1.093480,
1982-12-07,1.36449,,,,,,,,,,0.672278,,266.255,,,,,,1.096150,
1982-12-08,1.35652,,,,,,,,,,0.668500,,264.004,,,,,,1.092730,
1982-12-09,1.35036,,,,,,,,,,0.673453,,265.384,,,,,,1.090320,
1982-12-10,1.34402,,,,,,,,,,0.673171,,265.539,,,,,,1.088720,
1982-12-11,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-12,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-13,1.34053,,,,,,,,,,0.675252,,265.743,,,,,,1.083780,
1982-12-14,1.34618,,,,,,,,,,0.673992,,267.385,,,,,,1.088700,
1982-12-15,1.34840,,,,,,,,,,0.673934,,267.068,,,,,,1.088740,
1982-12-16,1.35283,,,,,,,,,,0.674499,,267.324,,,,,,1.091340,
1982-12-17,1.35334,,,,,,,,,,0.675965,,266.620,,,,,,1.094050,
1982-12-18,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-19,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-20,1.34943,,,,,,,,,,0.678484,,267.844,,,,,,1.091680,
1982-12-21,1.35428,,,,,,,,,,0.679030,,268.143,,,,,,1.094460,
1982-12-22,1.35612,,,,,,,,,,0.680053,,264.628,,,,,,1.095770,
1982-12-23,1.35830,,,,,,,,,,0.681849,,263.062,,,,,,1.096550,
1982-12-24,1.36265,,,,,,,,,,0.683649,,262.078,,,,,,1.097940,
1982-12-25,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-26,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
1982-12-27,.,No value available,,,,,,,,,.,No value available,261.955,,,,,,1.100190,
1982-12-28,.,No value available,,,,,,,,,.,No value available,260.965,,,,,,1.104380,
1982-12-29,1.37101,,,,,,,,,,0.681837,,258.538,,,,,,1.106280,
1982-12-30,1.36491,,,,,,,,,,0.681839,,258.220,,,,,,1.104920,
1982-12-31,1.35616,,,,,,,,,,0.683252,,259.231,,,,,,1.103110,
1983-01-01,.,No value available,,,,,,,,,.,No value available,.,No value available,,,,,.,No value available
