"",BBEX3.D.CAD.XDR.DA.AC.000,BBEX3.D.CAD.XDR.DA.AC.000_FLAGS,BBEX3.D.CHF.XDR.DA.AC.000,BBEX3.D.CHF.XDR.DA.AC.000_FLAGS,BBEX3.D.CNY.XDR.DA.AC.000,BBEX3.D.CNY.XDR.DA.AC.000_FLAGS,BBEX3.D.DKK.XDR.DA.AC.000,BBEX3.D.DKK.XDR.DA.AC.000_FLAGS,BBEX3.D.EUR.XDR.DA.AC.000,BBEX3.D.EUR.XDR.DA.AC.000_FLAGS,BBEX3.D.GBP.XDR.DA.AC.000,BBEX3.D.GBP.XDR.DA.AC.000_FLAGS,BBEX3.D.JPY.XDR.DA.AC.000,BBEX3.D.JPY.XDR.DA.AC.000_FLAGS,BBEX3.D.NOK.XDR.DA.AC.000,BBEX3.D.NOK.XDR.DA.AC.000_FLAGS,BBEX3.D.SEK.XDR.DA.AC.000,BBEX3.D.SEK.XDR.DA.AC.000_FLAGS,BBEX3.D.USD.XDR.DA.AC.000,BBEX3.D.USD.XDR.DA.AC.000_FLAGS
1974-08-02,,,,,,,,,,,,,,,,,,,1.203530,
1974-08-03,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-04,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-05,,,,,,,,,,,,,,,,,,,1.203960,
1974-08-06,,,,,,,,,,,,,,,,,,,1.205710,
1974-08-07,,,,,,,,,,,,,,,,,,,1.202590,
1974-08-08,,,,,,,,,,,,,,,,,,,1.197660,
1974-08-09,,,,,,,,,,,,,,,,,,,1.199370,
1974-08-10,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-11,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-12,,,,,,,,,,,,,,,,,,,1.198180,
1974-08-13,,,,,,,,,,,,,,,,,,,1.194800,
1974-08-14,,,,,,,,,,,,,,,,,,,1.194760,
1974-08-15,,,,,,,,,,,,,,,,,,,1.194900,
1974-08-16,,,,,,,,,,,,,,,,,,,1.192280,
1974-08-17,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-18,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-19,,,,,,,,,,,,,,,,,,,1.188370,
1974-08-20,,,,,,,,,,,,,,,,,,,1.187590,
1974-08-21,,,,,,,,,,,,,,,,,,,1.190490,
1974-08-22,,,,,,,,,,,,,,,,,,,1.188090,
1974-08-23,,,,,,,,,,,,,,,,,,,1.187330,
1974-08-24,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-25,,,,,,,,,,,,,,,,,,,.,No value available
1974-08-26,,,,,,,,,,,,,,,,,,,1.189150,
1974-08-27,,,,,,,,,,,,,,,,,,,1.187280,
1974-08-28,,,,,,,,,,,,,,,,,,,1.185130,
1974-08-29,,,,,,,,,,,,,,,,,,,1.186100,
1974-08-30,,,,,,,,,,,,,,,,,,,1.184600,
1974-08-31,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-01,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-02,,,,,,,,,,,,,,,,,,,1.182980,
1974-09-03,,,,,,,,,,,,,,,,,,,1.183070,
1974-09-04,,,,,,,,,,,,,,,,,,,1.186080,
1974-09-05,,,,,,,,,,,,,,,,,,,1.183030,
1974-09-06,,,,,,,,,,,,,,,,,,,1.183530,
1974-09-07,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-08,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-09,,,,,,,,,,,,,,,,,,,1.182730,
1974-09-10,,,,,,,,,,,,,,,,,,,1.183740,
1974-09-11,,,,,,,,,,,,,,,,,,,1.184050,
1974-09-12,,,,,,,,,,,,,,,,,,,1.183800,
1974-09-13,,,,,,,,,,,,,,,,,,,1.183850,
1974-09-14,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-15,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-16,,,,,,,,,,,,,,,,,,,1.184540,
1974-09-17,,,,,,,,,,,,,,,,,,,1.186540,
1974-09-18,,,,,,,,,,,,,,,,,,,1.188440,
1974-09-19,,,,,,,,,,,,,,,,,,,1.187570,
1974-09-20,,,,,,,,,,,,,,,,,,,1.186530,
1974-09-21,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-22,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-23,,,,,,,,,,,,,,,,,,,1.186830,
1974-09-24,,,,,,,,,,,,,,,,,,,1.188800,
1974-09-25,,,,,,,,,,,,,,,,,,,1.185440,
1974-09-26,,,,,,,,,,,,,,,,,,,1.185820,
1974-09-27,,,,,,,,,,,,,,,,,,,1.185760,
1974-09-28,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-29,,,,,,,,,,,,,,,,,,,.,No value available
1974-09-30,,,,,,,,,,,,,,,,,,,1.187130,
1974-10-01,,,,,,,,,,,,,,,,,,,1.187750,
1974-10-02,,,,,,,,,,,,,,,,,,,1.187490,
1974-10-03,,,,,,,,,,,,,,,,,,,1.186630,
1974-10-04,,,,,,,,,,,,,,,,,,,1.188690,
1974-10-05,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-06,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-07,,,,,,,,,,,,,,,,,,,1.190130,
1974-10-08,,,,,,,,,,,,,,,,,,,1.190410,
1974-10-09,,,,,,,,,,,,,,,,,,,1.193620,
1974-10-10,,,,,,,,,,,,,,,,,,,1.193320,
1974-10-11,,,,,,,,,,,,,,,,,,,1.191220,
1974-10-12,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-13,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-14,,,,,,,,,,,,,,,,,,,1.190920,
1974-10-15,,,,,,,,,,,,,,,,,,,1.192310,
1974-10-16,,,,,,,,,,,,,,,,,,,1.192940,
1974-10-17,,,,,,,,,,,,,,,,,,,1.194460,
1974-10-18,,,,,,,,,,,,,,,,,,,1.193790,
1974-10-19,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-20,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-21,,,,,,,,,,,,,,,,,,,1.192660,
1974-10-22,,,,,,,,,,,,,,,,,,,1.192740,
1974-10-23,,,,,,,,,,,,,,,,,,,1.194300,
1974-10-24,,,,,,,,,,,,,,,,,,,1.194910,
1974-10-25,,,,,,,,,,,,,,,,,,,1.196020,
1974-10-26,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-27,,,,,,,,,,,,,,,,,,,.,No value available
1974-10-28,,,,,,,,,,,,,,,,,,,1.194790,
1974-10-29,,,,,,,,,,,,,,,,,,,1.195730,
1974-10-30,,,,,,,,,,,,,,,,,,,1.195760,
1974-10-31,,,,,,,,,,,,,,,,,,,1.195060,
1974-11-01,,,,,,,,,,,,,,,,,,,1.195660,
1974-11-02,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-03,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-04,,,,,,,,,,,,,,,,,,,1.197790,
1974-11-05,,,,,,,,,,,,,,,,,,,1.199160,
1974-11-06,,,,,,,,,,,,,,,,,,,1.198820,
1974-11-07,,,,,,,,,,,,,,,,,,,1.199480,
1974-11-08,,,,,,,,,,,,,,,,,,,1.196740,
1974-11-09,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-10,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-11,,,,,,,,,,,,,,,,,,,1.196250,
1974-11-12,,,,,,,,,,,,,,,,,,,1.196970,
1974-11-13,,,,,,,,,,,,,,,,,,,1.194530,
1974-11-14,,,,,,,,,,,,,,,,,,,1.198380,
1974-11-15,,,,,,,,,,,,,,,,,,,1.201880,
1974-11-16,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-17,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-18,,,,,,,,,,,,,,,,,,,1.205380,
1974-11-19,,,,,,,,,,,,,,,,,,,1.207150,
1974-11-20,,,,,,,,,,,,,,,,,,,1.204050,
1974-11-21,,,,,,,,,,,,,,,,,,,1.199730,
1974-11-22,,,,,,,,,,,,,,,,,,,1.203630,
1974-11-23,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-24,,,,,,,,,,,,,,,,,,,.,No value available
1974-11-25,,,,,,,,,,,,,,,,,,,1.204780,
1974-11-26,,,,,,,,,,,,,,,,,,,1.208020,
1974-11-27,,,,,,,,,,,,,,,,,,,1.207250,
1974-11-28,,,,,,,,,,,,,,,,,,,1.207490,
1974-11-29,,,,,,,,,,,,,,,,,,,1.206920,
1974-11-30,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-01,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-02,,,,,,,,,,,,,,,,,,,1.203560,
1974-12-03,,,,,,,,,,,,,,,,,,,1.202820,
1974-12-04,,,,,,,,,,,,,,,,,,,1.205940,
1974-12-05,,,,,,,,,,,,,,,,,,,1.207290,
1974-12-06,,,,,,,,,,,,,,,,,,,1.208120,
1974-12-07,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-08,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-09,,,,,,,,,,,,,,,,,,,1.211050,
1974-12-10,,,,,,,,,,,,,,,,,,,1.209220,
1974-12-11,,,,,,,,,,,,,,,,,,,1.212150,
1974-12-12,,,,,,,,,,,,,,,,,,,1.214490,
1974-12-13,,,,,,,,,,,,,,,,,,,1.212060,
1974-12-14,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-15,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-16,,,,,,,,,,,,,,,,,,,1.213260,
1974-12-17,,,,,,,,,,,,,,,,,,,1.217630,
1974-12-18,,,,,,,,,,,,,,,,,,,1.219300,
1974-12-19,,,,,,,,,,,,,,,,,,,1.214960,
1974-12-20,,,,,,,,,,,,,,,,,,,1.215040,
1974-12-21,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-22,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-23,,,,,,,,,,,,,,,,,,,1.215660,
1974-12-24,,,,,,,,,,,,,,,,,,,1.218300,
1974-12-25,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-26,,,,,,,,,,,,,,,,,,,1.218750,
1974-12-27,,,,,,,,,,,,,,,,,,,1.219190,
1974-12-28,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-29,,,,,,,,,,,,,,,,,,,.,No value available
1974-12-30,,,,,,,,,,,,,,,,,,,1.224490,
1974-12-31,,,,,,,,,,,,,,,,,,,1.224350,
1975-01-01,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-02,,,,,,,,,,,,,,,,,,,1.221330,
1975-01-03,,,,,,,,,,,,,,,,,,,1.224180,
1975-01-04,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-05,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-06,,,,,,,,,,,,,,,,,,,1.226590,
1975-01-07,,,,,,,,,,,,,,,,,,,1.229640,
1975-01-08,,,,,,,,,,,,,,,,,,,1.229010,
1975-01-09,,,,,,,,,,,,,,,,,,,1.226660,
1975-01-10,,,,,,,,,,,,,,,,,,,1.229530,
1975-01-11,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-12,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-13,,,,,,,,,,,,,,,,,,,1.228150,
1975-01-14,,,,,,,,,,,,,,,,,,,1.225340,
1975-01-15,,,,,,,,,,,,,,,,,,,1.224570,
1975-01-16,,,,,,,,,,,,,,,,,,,1.228060,
1975-01-17,,,,,,,,,,,,,,,,,,,1.229210,
1975-01-18,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-19,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-20,,,,,,,,,,,,,,,,,,,1.229820,
1975-01-21,,,,,,,,,,,,,,,,,,,1.234560,
1975-01-22,,,,,,,,,,,,,,,,,,,1.237910,
1975-01-23,,,,,,,,,,,,,,,,,,,1.241010,
1975-01-24,,,,,,,,,,,,,,,,,,,1.243450,
1975-01-25,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-26,,,,,,,,,,,,,,,,,,,.,No value available
1975-01-27,,,,,,,,,,,,,,,,,,,1.246540,
1975-01-28,,,,,,,,,,,,,,,,,,,1.249100,
1975-01-29,,,,,,,,,,,,,,,,,,,1.237990,
1975-01-30,,,,,,,,,,,,,,,,,,,1.240380,
1975-01-31,,,,,,,,,,,,,,,,,,,1.238900,
1975-02-01,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-02,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-03,,,,,,,,,,,,,,,,,,,1.243280,
1975-02-04,,,,,,,,,,,,,,,,,,,1.232080,
1975-02-05,,,,,,,,,,,,,,,,,,,1.232760,
1975-02-06,,,,,,,,,,,,,,,,,,,1.231340,
1975-02-07,,,,,,,,,,,,,,,,,,,1.234150,
1975-02-08,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-09,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-10,,,,,,,,,,,,,,,,,,,1.237100,
1975-02-11,,,,,,,,,,,,,,,,,,,1.240280,
1975-02-12,,,,,,,,,,,,,,,,,,,1.239430,
1975-02-13,,,,,,,,,,,,,,,,,,,1.242300,
1975-02-14,,,,,,,,,,,,,,,,,,,1.244710,
1975-02-15,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-16,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-17,,,,,,,,,,,,,,,,,,,1.246070,
1975-02-18,,,,,,,,,,,,,,,,,,,1.244720,
1975-02-19,,,,,,,,,,,,,,,,,,,1.246180,
1975-02-20,,,,,,,,,,,,,,,,,,,1.245170,
1975-02-21,,,,,,,,,,,,,,,,,,,1.250200,
1975-02-22,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-23,,,,,,,,,,,,,,,,,,,.,No value available
1975-02-24,,,,,,,,,,,,,,,,,,,1.252520,
1975-02-25,,,,,,,,,,,,,,,,,,,1.258720,
1975-02-26,,,,,,,,,,,,,,,,,,,1.256980,
1975-02-27,,,,,,,,,,,,,,,,,,,1.261320,
1975-02-28,,,,,,,,,,,,,,,,,,,1.260380,
1975-03-01,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-02,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-03,,,,,,,,,,,,,,,,,,,1.262130,
1975-03-04,,,,,,,,,,,,,,,,,,,1.260970,
1975-03-05,,,,,,,,,,,,,,,,,,,1.258130,
1975-03-06,,,,,,,,,,,,,,,,,,,1.260100,
1975-03-07,,,,,,,,,,,,,,,,,,,1.254210,
1975-03-08,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-09,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-10,,,,,,,,,,,,,,,,,,,1.249130,
1975-03-11,,,,,,,,,,,,,,,,,,,1.252870,
1975-03-12,,,,,,,,,,,,,,,,,,,1.255570,
1975-03-13,,,,,,,,,,,,,,,,,,,1.251740,
1975-03-14,,,,,,,,,,,,,,,,,,,1.252310,
1975-03-15,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-16,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-17,,,,,,,,,,,,,,,,,,,1.253480,
1975-03-18,,,,,,,,,,,,,,,,,,,1.255990,
1975-03-19,,,,,,,,,,,,,,,,,,,1.257040,
1975-03-20,,,,,,,,,,,,,,,,,,,1.255220,
1975-03-21,,,,,,,,,,,,,,,,,,,1.255130,
1975-03-22,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-23,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-24,,,,,,,,,,,,,,,,,,,1.252100,
1975-03-25,,,,,,,,,,,,,,,,,,,1.249680,
1975-03-26,,,,,,,,,,,,,,,,,,,1.249700,
1975-03-27,,,,,,,,,,,,,,,,,,,1.248650,
1975-03-28,,,,,,,,,,,,,,,,,,,1.248210,
1975-03-29,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-30,,,,,,,,,,,,,,,,,,,.,No value available
1975-03-31,,,,,,,,,,,,,,,,,,,1.247470,
1975-04-01,,,,,,,,,,,,,,,,,,,1.247790,
1975-04-02,,,,,,,,,,,,,,,,,,,1.250690,
1975-04-03,,,,,,,,,,,,,,,,,,,1.247400,
1975-04-04,,,,,,,,,,,,,,,,,,,1.243700,
1975-04-05,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-06,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-07,,,,,,,,,,,,,,,,,,,1.241750,
1975-04-08,,,,,,,,,,,,,,,,,,,1.242580,
1975-04-09,,,,,,,,,,,,,,,,,,,1.244020,
1975-04-10,,,,,,,,,,,,,,,,,,,1.240570,
1975-04-11,,,,,,,,,,,,,,,,,,,1.239610,
1975-04-12,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-13,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-14,,,,,,,,,,,,,,,,,,,1.237460,
1975-04-15,,,,,,,,,,,,,,,,,,,1.238090,
1975-04-16,,,,,,,,,,,,,,,,,,,1.239080,
1975-04-17,,,,,,,,,,,,,,,,,,,1.239560,
1975-04-18,,,,,,,,,,,,,,,,,,,1.240900,
1975-04-19,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-20,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-21,,,,,,,,,,,,,,,,,,,1.238960,
1975-04-22,,,,,,,,,,,,,,,,,,,1.239120,
1975-04-23,,,,,,,,,,,,,,,,,,,1.241510,
1975-04-24,,,,,,,,,,,,,,,,,,,1.243450,
1975-04-25,,,,,,,,,,,,,,,,,,,1.240960,
1975-04-26,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-27,,,,,,,,,,,,,,,,,,,.,No value available
1975-04-28,,,,,,,,,,,,,,,,,,,1.236830,
1975-04-29,,,,,,,,,,,,,,,,,,,1.239130,
1975-04-30,,,,,,,,,,,,,,,,,,,1.241440,
1975-05-01,,,,,,,,,,,,,,,,,,,1.242400,
1975-05-02,,,,,,,,,,,,,,,,,,,1.239770,
1975-05-03,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-04,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-05,,,,,,,,,,,,,,,,,,,1.241660,
1975-05-06,,,,,,,,,,,,,,,,,,,1.242760,
1975-05-07,,,,,,,,,,,,,,,,,,,1.243600,
1975-05-08,,,,,,,,,,,,,,,,,,,1.247950,
1975-05-09,,,,,,,,,,,,,,,,,,,1.245240,
1975-05-10,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-11,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-12,,,,,,,,,,,,,,,,,,,1.243110,
1975-05-13,,,,,,,,,,,,,,,,,,,1.247610,
1975-05-14,,,,,,,,,,,,,,,,,,,1.249140,
1975-05-15,,,,,,,,,,,,,,,,,,,1.245500,
1975-05-16,,,,,,,,,,,,,,,,,,,1.244600,
1975-05-17,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-18,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-19,,,,,,,,,,,,,,,,,,,1.245030,
1975-05-20,,,,,,,,,,,,,,,,,,,1.245410,
1975-05-21,,,,,,,,,,,,,,,,,,,1.248210,
1975-05-22,,,,,,,,,,,,,,,,,,,1.250190,
1975-05-23,,,,,,,,,,,,,,,,,,,1.250050,
1975-05-24,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-25,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-26,,,,,,,,,,,,,,,,,,,.,No value available
1975-05-27,,,,,,,,,,,,,,,,,,,1.250620,
1975-05-28,,,,,,,,,,,,,,,,,,,1.252020,
1975-05-29,,,,,,,,,,,,,,,,,,,1.249970,
1975-05-30,,,,,,,,,,,,,,,,,,,1.246820,
1975-05-31,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-01,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-02,,,,,,,,,,,,,,,,,,,1.247570,
1975-06-03,,,,,,,,,,,,,,,,,,,1.250200,
1975-06-04,,,,,,,,,,,,,,,,,,,1.250000,
1975-06-05,,,,,,,,,,,,,,,,,,,1.248470,
1975-06-06,,,,,,,,,,,,,,,,,,,1.249560,
1975-06-07,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-08,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-09,,,,,,,,,,,,,,,,,,,1.246810,
1975-06-10,,,,,,,,,,,,,,,,,,,1.248320,
1975-06-11,,,,,,,,,,,,,,,,,,,1.248670,
1975-06-12,,,,,,,,,,,,,,,,,,,1.248770,
1975-06-13,,,,,,,,,,,,,,,,,,,1.248350,
1975-06-14,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-15,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-16,,,,,,,,,,,,,,,,,,,1.248650,
1975-06-17,,,,,,,,,,,,,,,,,,,1.248690,
1975-06-18,,,,,,,,,,,,,,,,,,,1.247510,
1975-06-19,,,,,,,,,,,,,,,,,,,1.246480,
1975-06-20,,,,,,,,,,,,,,,,,,,1.246770,
1975-06-21,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-22,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-23,,,,,,,,,,,,,,,,,,,1.245140,
1975-06-24,,,,,,,,,,,,,,,,,,,1.243350,
1975-06-25,,,,,,,,,,,,,,,,,,,1.244060,
1975-06-26,,,,,,,,,,,,,,,,,,,1.242690,
1975-06-27,,,,,,,,,,,,,,,,,,,1.240190,
1975-06-28,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-29,,,,,,,,,,,,,,,,,,,.,No value available
1975-06-30,,,,,,,,,,,,,,,,,,,1.236410,
1975-07-01,,,,,,,,,,,,,,,,,,,1.234590,
1975-07-02,,,,,,,,,,,,,,,,,,,1.231360,
1975-07-03,,,,,,,,,,,,,,,,,,,1.229440,
1975-07-04,,,,,,,,,,,,,,,,,,,1.228630,
1975-07-05,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-06,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-07,,,,,,,,,,,,,,,,,,,1.225170,
1975-07-08,,,,,,,,,,,,,,,,,,,1.226510,
1975-07-09,,,,,,,,,,,,,,,,,,,1.228450,
1975-07-10,,,,,,,,,,,,,,,,,,,1.223190,
1975-07-11,,,,,,,,,,,,,,,,,,,1.222420,
1975-07-12,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-13,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-14,,,,,,,,,,,,,,,,,,,1.217210,
1975-07-15,,,,,,,,,,,,,,,,,,,1.218350,
1975-07-16,,,,,,,,,,,,,,,,,,,1.211650,
1975-07-17,,,,,,,,,,,,,,,,,,,1.212790,
1975-07-18,,,,,,,,,,,,,,,,,,,1.207210,
1975-07-19,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-20,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-21,,,,,,,,,,,,,,,,,,,1.204420,
1975-07-22,,,,,,,,,,,,,,,,,,,1.206160,
1975-07-23,,,,,,,,,,,,,,,,,,,1.199900,
1975-07-24,,,,,,,,,,,,,,,,,,,1.201090,
1975-07-25,,,,,,,,,,,,,,,,,,,1.200160,
1975-07-26,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-27,,,,,,,,,,,,,,,,,,,.,No value available
1975-07-28,,,,,,,,,,,,,,,,,,,1.200330,
1975-07-29,,,,,,,,,,,,,,,,,,,1.194010,
1975-07-30,,,,,,,,,,,,,,,,,,,1.195710,
1975-07-31,,,,,,,,,,,,,,,,,,,1.190980,
1975-08-01,,,,,,,,,,,,,,,,,,,1.190830,
1975-08-02,,,,,,,,,,,,,,,,,,,.,No value available
1975-08-03,,,,,,,,,,,,,,,,,,,.,No value available
1975-08-04,,,,,,,,,,,,,,,,,,,1.189650,
1975-08-05,,,,,,,,,,,,,,,,,,,1.192470,
